inputName,idum
11,3167612146411488267
19,3139914118491325399
12,-5229664556376534867
38,-4663766056452821195
81,-2006432335134227205
5,5322272836347014218
40,4528557792209353138
70,2116858824848231495
23,8190783028789756811
72,3908269884274187413
79,7200796155530141649
78,-9096988256771774910
87,3474612511438636615
6,-919753339862544997
68,8233070015410272030
69,3799173851140850605
1,2068373663780939594
45,1641423122234172868
33,-2627656674465824768
15,7410389498542799502
93,-2114242047711663433
24,3073349291314775005
25,1521911521269059967
26,-2855881282198932856
48,-1822506113140195599
71,8500059858949274017
76,-4177954374442192621
7,8841848641071631388
50,158608907836566363
22,-712696377081975609
4,3985695925561392403
32,-7323643881182862103
77,-936932897140717099
91,3058179249950550171
42,6181863461153783163
13,8640130559084542887
41,-1115193804420978909
55,4540941814973997178
31,1277044516745213585
66,5478768249894857913
65,-6525654461292165649
62,-7806576390288059969
21,-3013674320234433716
95,956090632734202199
84,2912849054513092619
58,-4670198531169629359
64,-4548635595988140241
83,-2366146997335259299
94,2046886149501600091
0,4086408643995822933
99,5029022871138337069
96,-4355518403575599406
67,-5476501614746585885
61,-6695568441579642308
43,-2534918000299545484
2,-1242592078888730670
54,3978239627096926259
30,-7276593776952995492
59,-8322586527888166362
85,-7110474934979060165
74,-6898649154462708527
90,-964210899822638890
18,-4890160209719671300
52,3933520762021673398
44,4436783565839256561
17,2618807915814823345
36,4249000929781454810
49,-9054727764006379178
86,-3184208093943333819
37,5092684830911487490
56,-5300112060408100845
63,8364724782443866867
35,1660988725919511711
97,847312259430127904
75,6661025217733123479
57,-4206905974129346913
88,-6155082765642650316
10,-1011087402317997449
53,2445681314491055987
8,4674215754109474447
39,1251878821895362545
47,-3738437483842765531
60,-151887168935257726
89,-8247184572018073350
51,-4802679367928286730
14,-3496969777209284427
28,-5883225155405157492
16,1372428065341338732
34,3018419965154150365
82,1587108302829544556
46,7497789539020563549
27,5829155580693921628
20,-2879015177460026198
9,-4014508323718129392
92,1576229916260738499
3,-803086571844271963
98,-1582372745811939524
29,-8606655588478818573
80,-5396082082886155804
73,-1524971026802954020
