inputName,size,a[size]
values_11,10,"{30878, 1794, 14067, -15091, -20948, -28498, -10975, -28368, -14325, 7438"
values_19,13,"{-7384, -24018, -13340, -19052, -19703, -32075, 119, -5446, 22297, 965, -18802, 28055, 19909"
values_12,13,"{-19479, -6854, -17246, 14362, -3254, -19695, 11870, 14537, -26478, 12434, 32042, 19030, 31462"
values_38,28,"{1613, 17828, 28830, 13024, 25045, -20542, -25161, 1401, 345, -30714, 17729, 3150, -2558, -22438, 25726, -31270, 4442, -18077, -21066, 14390, 2432, 11909, -28671, -14, -5562, 30431, -14952, 28621"
values_81,23,"{-8470, 27675, 14781, -26645, -11326, -5830, 13415, 8289, -2565, 1111, 27114, 114, 19805, -12411, 2156, 28473, -21922, -14013, 30189, 30058, 8974, 16104, 30955"
values_5,23,"{10608, -12265, -8732, -24564, 12727, -29735, 20446, -15864, 12261, -7688, 32627, -1472, 15325, -5362, 20010, -29969, -5878, -431, 14407, 10459, -329, 8428, -4159"
values_40,23,"{15488, -22581, 28801, -27747, -25558, -21707, -5612, 11041, -9790, -30112, 24323, -2326, -4923, -9454, -5482, -12286, 30604, 22792, -11129, 15832, 31677, -19659, -2485"
values_70,14,"{-12497, 16722, 7111, 9014, 20658, -15169, -18059, 32540, 20369, 30245, -27604, -20016, 31090, -21130"
values_23,11,"{-19854, 28003, -10431, 22832, -17851, 2063, 27774, -18779, 1169, -14481, 22356"
values_72,20,"{17897, -18415, 6155, -16519, 31326, 32152, -18986, 25138, 21327, 2484, 17059, -20136, -1092, 6395, -31948, -29078, 12676, -4906, -9569, 4304"
values_79,27,"{-14035, -16687, 1709, 15438, 11648, -6581, -27325, 5249, -26502, 12822, 24324, -5565, 15364, 12902, 20907, -30450, 28072, -10479, 3113, -18385, -1118, -23774, 6631, 6120, 20280, -16641, -24091"
values_78,14,"{-17328, 4704, 2870, -904, 11468, 30277, -9402, -11465, 25003, 28876, 7916, 6195, 6276, 1887"
values_87,18,"{-27181, -539, 28110, 31920, 18212, -6780, -27198, -1058, 24918, -4693, -31755, 10971, -31610, 24156, -27948, -3650, 14363, 2599"
values_6,12,"{-4075, 14188, 11963, -26666, -29529, -21882, -15887, -30302, 7169, 9863, 27771, 27943"
values_68,26,"{30124, -798, 11414, -20945, -14441, 14299, -21947, -30089, 26907, -4101, -4783, -32363, -10844, -21577, 14757, 6150, -10164, -5103, -12342, -11953, -31291, 23793, 20109, 10590, -19119, 21846"
values_69,22,"{-28372, -19426, 2471, -27276, 28996, -7497, -14789, -23855, 9599, -1576, 13854, -31660, -18799, -18989, 11947, -85, 1782, 27242, -3383, -14136, 32760, 9752"
values_1,10,"{-13249, -3774, -17604, 23066, -24210, -6910, -9912, 31281, 6276, -8327"
values_45,23,"{4663, 12244, -26446, 13455, 27251, 14695, -1395, -17163, 7011, -21620, 25190, 31690, 6571, 30103, -3687, 28309, 2773, 3519, 17453, -27328, 6071, -26098, 21288"
values_33,10,"{-13882, -25452, -30011, -25644, 7147, -24830, -9903, -23362, -19376, 32207"
values_15,11,"{-12813, -31975, -4085, 7546, 22413, -27798, -27214, -3377, -28841, -16760, -12675"
values_93,16,"{-17298, 27177, -19033, 14358, 30074, 7845, 3091, -14949, 3984, 15890, -132, -4337, 32093, -18519, -31997, 12396"
values_24,19,"{-138, -9637, -759, -22387, 26690, 3296, 25167, -14943, 8934, -20849, 2379, 26883, -24018, -9519, 19754, 4491, 28520, -29350, -4455"
values_25,20,"{3796, 10385, -18497, 21635, 29764, -16390, 18851, 20459, 23030, -16534, 18354, -31195, -13736, -31499, 1105, -18887, -31877, -17131, 21759, -16729"
values_26,28,"{-9091, 26035, 28134, 30754, -26380, 19167, 22543, -29245, -2048, 19924, -6173, 6512, 21921, -6895, -31784, -2580, -31172, 15211, 959, 18227, 9007, 3591, 11795, -27054, -32563, 9545, -6610, 21095"
values_48,5,"{-20027, 1222, 13811, 30483, -2606"
values_71,28,"{7605, 12386, 22223, -31290, -10009, 27778, -17079, -29070, -28438, 2060, -22803, -10728, 18115, -20768, -3181, -25988, 26770, -1426, -27051, 4373, 14255, -1239, 17617, -264, 18187, 27719, -26701, -11951"
values_76,27,"{-24605, -3110, 3674, 5754, -19828, -26708, 12579, -5787, -8330, 14888, -2997, 30384, 27961, -28575, -18525, 1545, 3933, 4249, 17637, 1068, 3669, 3298, 208, 16946, -21825, 15026, -10741"
values_7,14,"{-6168, 19496, 2359, 31133, 25237, -13404, -2129, 9263, 3005, -4701, 9199, 18123, -32155, -18327"
values_50,9,"{-29264, 20768, 13085, 25642, -26417, 14751, -32644, 11659, -15697"
values_22,14,"{3570, -7740, -18, -6865, 648, 15487, -19790, 17404, -18604, -3331, -19370, 3041, -976, 9713"
values_4,22,"{-23166, -9136, 13764, 17157, 29483, 24239, 25245, -12567, 5953, 16216, -6360, -28048, 22853, 8916, -30591, 802, 3696, -16142, 6184, 13786, -18564, -29417"
values_32,20,"{-3774, -29390, -7026, 25982, 19349, -3987, -26004, 5879, 23375, 7238, -16311, 5411, 26588, -18129, 26717, -18766, 30364, 11463, 1535, -12851"
values_77,30,"{-6570, -4941, 4945, 30069, -21827, 2925, -27591, 950, -8812, -3749, 21295, 12725, 611, 13967, 12190, -17549, -20671, 27631, 4042, -26755, 17421, -106, -18826, -31233, -5359, 11665, -20943, -21115, -32260, 1597"
values_91,2,"{15254, 29250"
values_42,3,"{-2276, 20751, 23494"
values_13,30,"{-2562, 13704, 9782, 11664, -16390, 21402, -22383, -123, -11783, 13369, -4738, 15718, 10771, -31363, 16597, -8017, 2624, -27707, 16534, -31912, -28969, -18769, 22992, 25616, -11167, -13449, -15893, -14775, 6473, -27182"
values_41,32,"{30619, -27835, 14628, -158, 16985, -31865, -10201, -22602, 16970, -20279, -23502, -9812, 1757, -20744, 31803, 16155, 19189, -10690, -22370, 22791, -21757, 23954, -3232, 14707, 29395, 22563, 31020, -20210, 9554, 2994, 25872, 13485"
values_55,27,"{-3286, -8768, 29956, -30840, 23173, -5330, 31093, 8839, -19678, 27146, -18322, 2121, -17263, -29811, -16458, -15135, 17231, 3285, 16745, -20796, -18493, 12494, 23704, 12806, 16121, 29807, 32513"
values_31,14,"{24863, 679, -30771, -4331, 1859, -10078, -19934, 10263, 20236, 24768, -5337, -26303, -26019, -32527"
values_66,22,"{-8792, 2407, 3001, 20881, 31479, 21391, 12197, -25930, 20271, 29252, 20096, 23941, 25176, -13917, -21301, 597, -27099, 26257, -23732, 12197, -15024, -9818"
values_65,28,"{-11521, -3686, -25522, 25561, -21030, 9806, 6059, -22951, 22573, 15487, -10718, 6353, -26276, -21708, -12915, 23824, 18706, 27727, -356, -30386, -4192, 16435, -12817, 28364, -1245, 24827, 16556, -11556"
values_62,25,"{-3005, -16242, 30274, 2580, -19751, 22610, -28516, -21821, -18763, 6490, 21496, -17835, -17323, 16437, -25833, -10270, -16750, 24231, -19416, 25173, 28967, -27346, -10216, 24399, -27712"
values_21,30,"{25093, -15143, -5013, 13056, 14180, -29520, -30373, 3182, -1177, -8330, -20009, -87, -12379, -6369, -13939, 16364, 1960, -10196, 21295, 26005, 14283, 24121, 18873, 10105, 22953, 23339, -245, -16074, 17197, 4885"
values_95,19,"{28436, 8696, 28990, -30973, 8402, -20424, 15555, 26400, -17616, 31541, -22881, 29222, -9991, -14489, -25320, 9224, -15659, -20832, 7940"
values_84,22,"{1391, 21767, 4767, -29724, -8619, -21361, -24609, 2852, -21975, 22520, -15152, -32530, -21667, -5292, -6092, 14058, 20009, 4692, -16835, 16617, 26766, 16123"
values_58,29,"{3221, 27673, 9932, -13305, -17485, -27034, -20878, 23137, -3370, -8625, 4537, -22241, 31240, 13647, 12382, 24769, -12525, -26652, 20188, 3418, 8349, -8672, -7990, 26782, -26086, -21694, 28593, -30455, -261"
values_64,26,"{-2559, 24041, 7825, 21206, -14750, -25546, 13719, 6029, -25383, 24750, 25837, -2501, -17582, 12943, -17359, 29621, -21027, -2035, 25755, -26759, -5287, 12900, -24074, 2462, -19673, -16627"
values_83,10,"{-29851, -5278, -30453, -21270, -13412, -31409, -4865, 30209, 9182, 19873"
values_94,13,"{-12167, 1123, -1909, -15987, 32510, -27619, -8613, -2857, -27648, -30584, -3014, -10876, -1881"
values_0,32,"{31029, 2610, 18113, 17024, -29253, 1296, 20660, -10520, -5609, 17319, -26026, -5298, 21311, 4129, -26341, 17593, 13338, 22543, -4729, 27778, -23905, -12458, -12512, -26630, 21380, 20796, 4189, 12531, 4612, 19518, 8591, -23316"
values_99,9,"{13819, 29164, 7723, 12095, 25781, 4903, 14744, 5912, -9390"
values_96,18,"{26114, -12425, 13633, -23987, 13313, -29465, -20037, -11408, 25949, 21636, 25500, 20392, 140, 643, -11391, -32355, -18621, -15076"
values_67,2,"{-27809, 22547"
values_61,12,"{-5188, -5300, 4976, 23983, 18032, 21242, 17086, 23742, 23157, 31760, 14897, 7867"
values_43,13,"{15386, 8302, 20895, -23160, -22721, 31352, 23939, -4982, 31036, 21365, -5860, -2833, -27055"
values_2,30,"{17846, -15844, -2236, -17460, 17907, 21523, 10371, -210, 20026, 9598, -10669, 10828, -6855, -1198, 12478, 1966, -12352, -3782, 8967, -1282, -11187, 13358, 19888, 22322, 4849, -2503, 2264, 29032, -16310, 7804"
