inputName,n
11,16
19,16
12,13
38,9
81,32
5,17
40,17
70,15
23,31
72,2
79,30
78,25
87,16
6,23
68,5
69,29
1,17
45,5
33,12
15,7
93,6
24,11
25,4
26,26
48,15
71,20
76,20
7,10
50,3
22,5
4,32
32,14
77,32
91,23
42,7
13,14
41,2
55,5
31,12
66,20
65,10
62,2
21,31
95,13
84,28
58,27
64,12
83,11
94,12
0,9
99,3
96,29
67,16
61,7
43,4
2,6
54,25
30,26
59,30
85,27
74,29
90,21
18,22
52,17
44,9
17,23
36,30
49,9
86,31
37,23
56,24
63,18
35,14
97,10
75,7
57,2
88,20
10,18
53,9
8,21
39,19
47,9
60,4
89,25
51,7
14,32
28,18
16,7
34,27
82,11
46,26
27,16
20,10
9,26
92,23
3,26
98,32
29,29
80,23
73,30
