inputName,n
11,47
19,114
12,88
38,119
81,70
5,48
40,6
70,97
23,42
72,60
79,34
78,16
87,52
6,111
68,109
69,87
1,105
45,98
33,93
15,72
93,73
24,39
25,74
26,66
48,26
71,115
76,104
7,112
50,94
22,12
4,63
32,83
77,49
91,14
42,58
13,93
41,74
55,119
31,92
66,88
65,33
62,98
21,83
95,91
84,108
58,13
64,56
83,68
94,66
0,44
99,29
96,8
67,72
61,68
43,25
2,99
54,89
30,45
59,84
85,63
74,96
90,88
18,4
52,71
44,2
17,2
36,47
49,108
86,115
37,117
56,101
63,36
35,76
97,61
75,106
57,54
88,13
10,103
53,87
8,81
39,16
47,101
60,104
89,127
51,50
14,18
28,71
16,74
34,120
82,100
46,26
27,112
20,39
9,70
92,84
3,87
98,66
29,62
80,83
73,39
