inputName,n
11,255316904
19,1499251775
12,325905104
38,2045372045
81,58544708
5,708101912
40,1628355039
70,1020590015
23,1963181917
72,1516821160
79,858475293
78,456664283
87,1913007994
6,1335193964
68,1422206004
69,1432909038
1,1994275099
45,1782584082
33,41464599
15,1128339036
93,1091485794
24,1902284151
25,1156305657
26,1268917638
48,297405946
71,1818331341
76,957738209
7,1816910410
50,89541488
22,761414451
4,411216292
32,967473573
77,1517295334
91,1990113180
42,1865874550
13,899171272
41,379762096
55,143979934
31,544010592
66,1771081647
65,1405831391
62,723646039
21,698682602
95,2093357051
84,2030155083
58,29751549
64,480223569
83,1216459182
94,742360506
0,1713947917
99,1039218743
96,1594493829
67,415634653
61,1874804599
43,1404810785
2,1745920941
54,1777486547
30,1508345694
59,814472189
85,78459131
74,2073248872
90,681430527
18,1397211564
52,864916188
44,890435505
17,672989971
36,182066264
49,1520573301
86,317619998
37,4355758
56,1772607699
63,560996313
35,880247989
97,1563509153
75,1987408206
57,572354984
88,836649323
10,2032766549
53,1785525748
8,1523163487
39,1843845306
47,418824163
60,1526971169
89,751533397
51,1627480451
14,2092223552
28,1250140082
16,899940897
34,1061679549
82,1595152300
46,1430594170
27,2111853241
20,1045169975
9,2042272777
92,391063728
3,1556264932
98,860245922
29,1112561404
80,594274848
73,498842844
