inputName,n
11,11
19,11
12,11
38,21
81,9
5,8
40,10
70,22
23,23
72,22
79,22
78,22
87,9
6,8
68,22
69,22
1,8
45,10
33,21
15,11
93,26
24,23
25,23
26,23
48,10
71,22
76,22
7,8
50,9
22,23
4,8
32,21
77,22
91,26
42,10
13,11
41,10
55,9
31,21
66,22
65,22
62,22
21,23
95,26
84,9
58,9
64,22
83,9
94,26
0,8
99,26
96,26
67,22
61,22
43,10
2,8
54,9
30,21
59,9
85,9
74,22
90,26
18,11
52,9
44,10
17,11
36,21
49,10
86,9
37,21
56,9
63,22
35,21
97,26
75,22
57,9
88,9
10,11
53,9
8,8
39,21
47,10
60,22
89,9
51,9
14,11
28,23
16,11
34,21
82,9
46,10
27,23
20,23
9,8
92,26
3,8
98,26
29,23
80,9
73,22
