inputName,key
11,24
19,16
12,9
38,10
81,24
5,28
40,16
70,16
23,8
72,9
79,16
78,10
87,19
6,16
68,10
69,16
1,24
45,28
33,8
15,28
93,8
24,8
25,28
26,16
48,10
71,24
76,16
7,19
50,16
22,9
4,8
32,9
77,19
91,24
42,9
13,8
41,24
55,28
31,24
66,16
65,28
62,9
21,24
95,28
84,8
58,10
64,8
83,8
94,8
0,16
99,16
96,16
67,19
61,24
43,8
2,9
54,8
30,16
59,16
85,28
74,8
90,16
18,10
52,9
44,8
17,19
36,16
49,16
86,16
37,19
56,16
63,8
35,28
97,19
75,28
57,19
88,10
10,16
53,8
8,10
39,16
47,19
60,16
89,16
51,24
14,8
28,10
16,16
34,8
82,9
46,16
27,19
20,16
9,16
92,9
3,8
98,10
29,16
80,16
73,8
