inputName,size
11,29
19,19
12,24
38,30
81,7
5,32
40,27
70,32
23,25
72,18
79,29
78,10
87,16
6,2
68,23
69,14
1,21
45,21
33,21
15,21
93,3
24,26
25,10
26,20
48,29
71,30
76,2
7,2
50,2
22,23
4,9
32,8
77,6
91,4
42,14
13,24
41,4
55,26
31,20
66,31
65,31
62,23
21,10
95,12
84,4
58,6
64,4
83,14
94,12
0,3
99,17
96,12
67,11
61,9
43,8
2,11
54,8
30,5
59,18
85,20
74,31
90,21
18,5
52,5
44,22
17,23
36,27
49,32
86,4
37,8
56,3
63,10
35,24
97,21
75,29
57,28
88,21
10,16
53,17
8,24
39,6
47,28
60,9
89,27
51,27
14,7
28,10
16,12
34,14
82,17
46,4
27,13
20,21
9,18
92,28
3,4
98,11
29,18
80,31
73,17
