inputName,n
11,2
19,21
12,13
38,15
81,4
5,12
40,24
70,11
23,27
72,3
79,14
78,4
87,9
6,32
68,9
69,21
1,31
45,18
33,11
15,32
93,6
24,30
25,3
26,27
48,11
71,22
76,25
7,7
50,29
22,20
4,8
32,22
77,27
91,15
42,4
13,29
41,10
55,30
31,27
66,3
65,21
62,12
21,24
95,18
84,21
58,14
64,3
83,20
94,30
0,16
99,25
96,16
67,24
61,7
43,16
2,25
54,10
30,7
59,13
85,25
74,15
90,19
18,4
52,22
44,18
17,20
36,13
49,10
86,9
37,22
56,17
63,16
35,5
97,15
75,21
57,6
88,8
10,21
53,13
8,7
39,15
47,14
60,17
89,10
51,28
14,28
28,17
16,5
34,8
82,10
46,23
27,14
20,2
9,19
92,8
3,7
98,23
29,23
80,13
73,25
