inputName,n
11,21
19,28
12,23
38,29
81,3
5,22
40,3
70,27
23,31
72,27
79,10
78,19
87,16
6,15
68,23
69,27
1,20
45,27
33,11
15,27
93,15
24,18
25,20
26,27
48,31
71,21
76,2
7,32
50,23
22,7
4,21
32,25
77,4
91,20
42,12
13,16
41,11
55,18
31,10
66,5
65,31
62,18
21,4
95,7
84,8
58,29
64,23
83,28
94,26
0,22
99,22
96,26
67,8
61,20
43,4
2,14
54,19
30,24
59,8
85,15
74,26
90,13
18,2
52,25
44,17
17,18
36,18
49,24
86,12
37,25
56,7
63,7
35,14
97,18
75,11
57,29
88,4
10,16
53,25
8,26
39,7
47,26
60,5
89,5
51,12
14,4
28,16
16,27
34,2
82,11
46,16
27,21
20,21
9,18
92,20
3,27
98,13
29,27
80,13
73,7
