inputName,size
11,20
19,21
12,17
38,13
81,8
5,26
40,5
70,12
23,24
72,22
79,22
78,21
87,7
6,31
68,18
69,10
1,11
45,8
33,28
15,20
93,30
24,10
25,14
26,32
48,9
71,3
76,30
7,28
50,32
22,11
4,13
32,11
77,20
91,15
42,30
13,30
41,2
55,20
31,31
66,24
65,10
62,18
21,22
95,32
84,28
58,5
64,7
83,28
94,4
0,17
99,20
96,17
67,8
61,12
43,29
2,6
54,12
30,11
59,5
85,23
74,24
90,4
18,21
52,22
44,14
17,23
36,27
49,15
86,16
37,15
56,29
63,17
35,26
97,23
75,9
57,24
88,12
10,25
53,16
8,16
39,11
47,29
60,21
89,29
51,18
14,4
28,12
16,2
34,15
82,13
46,31
27,32
20,11
9,20
92,31
3,5
98,14
29,12
80,3
73,5
