inputName,size
11,28
19,28
12,9
38,32
81,15
5,20
40,8
70,5
23,19
72,12
79,10
78,17
87,32
6,25
68,25
69,29
1,7
45,9
33,25
15,20
93,13
24,27
25,25
26,29
48,30
71,25
76,4
7,32
50,13
22,29
4,4
32,22
77,15
91,29
42,28
13,14
41,28
55,2
31,7
66,24
65,16
62,13
21,7
95,7
84,19
58,13
64,21
83,13
94,23
0,19
99,11
96,20
67,29
61,22
43,12
2,29
54,18
30,27
59,19
85,29
74,22
90,32
18,12
52,23
44,14
17,22
36,10
49,11
86,31
37,28
56,11
63,18
35,4
97,15
75,14
57,4
88,25
10,3
53,3
8,31
39,24
47,11
60,20
89,27
51,13
14,18
28,7
16,3
34,3
82,28
46,24
27,27
20,29
9,19
92,19
3,9
98,14
29,14
80,24
73,2
