inputName,idum
values_11,-4266
values_19,16662
values_12,13758
values_38,-31977
values_81,11037
values_5,28086
values_40,-26579
values_70,7101
values_23,-20317
values_72,26158
values_79,-1794
values_78,6223
values_87,32256
values_6,-19612
values_68,-21926
values_69,-9065
values_1,-23796
values_45,5303
values_33,-28426
values_15,-12619
values_93,-10397
values_24,-22615
values_25,19703
values_26,-14836
values_48,6276
values_71,-22057
values_76,11579
values_7,10847
values_50,4742
values_22,-1013
values_4,-21266
values_32,-28367
values_77,21049
values_91,-1713
values_42,-24504
values_13,2130
values_41,-3019
values_55,-31041
values_31,9960
values_66,-15610
values_65,17013
values_62,-10035
values_21,-32343
values_95,27200
values_84,-23132
values_58,9807
values_64,-11489
values_83,-4304
values_94,24179
values_0,3647
values_99,-17196
values_96,-14026
values_67,7795
values_61,24696
values_43,22579
values_2,20919
values_54,1987
values_30,18830
values_59,21316
values_85,-26240
values_74,-32661
values_90,9759
values_18,14179
values_52,-2443
values_44,-12394
values_17,-9389
values_36,-18262
values_49,-22426
values_86,28478
values_37,-3376
values_56,-31194
values_63,10139
values_35,8404
values_97,32121
values_75,-6504
values_57,22217
values_88,-22044
values_10,18343
values_53,32150
values_8,-5870
values_39,-27243
values_47,20987
values_60,8745
values_89,3523
values_51,-24851
values_14,-14375
values_28,18280
values_16,-24088
values_34,-17397
values_82,-7061
values_46,17923
values_27,-12027
values_20,-24131
values_9,-11207
values_92,-9432
values_3,-14812
values_98,23427
values_29,-8627
values_80,-9944
values_73,-25397
