inputName,n
values_11,25932
values_19,7649
values_12,21838
values_38,10108
values_81,7736
values_5,18434
values_40,29449
values_70,4347
values_23,9311
values_72,15348
values_79,3011
values_78,7992
values_87,9184
values_6,8748
values_68,20291
values_69,6892
values_1,30263
values_45,2385
values_33,27730
values_15,1896
values_93,31714
values_24,31799
values_25,9237
values_26,20730
values_48,31019
values_71,21471
values_76,4447
values_7,28302
values_50,9371
values_22,18533
values_4,7702
values_32,32346
values_77,18981
values_91,31011
values_42,15292
values_13,19962
values_41,23640
values_55,21486
values_31,32525
values_66,22172
values_65,18154
values_62,10893
values_21,16269
values_95,1288
values_84,29303
values_58,7429
values_64,17178
values_83,23978
values_94,29377
values_0,25756
values_99,6471
values_96,15909
values_67,7179
values_61,30837
values_43,17545
values_2,1063
values_54,32322
values_30,25311
values_59,10083
values_85,31092
values_74,5284
values_90,32352
values_18,3057
values_52,32038
values_44,30835
values_17,22611
values_36,4230
values_49,4135
values_86,1054
values_37,21557
values_56,17824
values_63,30889
values_35,16981
values_97,30688
values_75,31885
values_57,26896
values_88,3441
values_10,10993
values_53,30152
values_8,9583
values_39,1768
values_47,4102
values_60,29007
values_89,10298
values_51,6938
values_14,16676
values_28,23255
values_16,14138
values_34,13408
values_82,10417
values_46,1569
values_27,12432
values_20,23782
values_9,28285
values_92,1099
values_3,19615
values_98,6595
values_29,2029
values_80,8704
values_73,31727
