inputName,n
11,12
19,12
12,12
38,10
81,15
5,8
40,14
70,2
23,13
72,2
79,2
78,2
87,15
6,8
68,9
69,9
1,8
45,14
33,10
15,12
93,27
24,13
25,13
26,13
48,14
71,2
76,2
7,8
50,13
22,13
4,8
32,10
77,2
91,27
42,14
13,12
41,14
55,13
31,10
66,9
65,9
62,9
21,13
95,27
84,15
58,13
64,9
83,15
94,27
0,8
99,27
96,27
67,9
61,9
43,14
2,8
54,13
30,10
59,13
85,15
74,2
90,27
18,12
52,13
44,14
17,12
36,10
49,14
86,15
37,10
56,13
63,9
35,10
97,27
75,2
57,13
88,15
10,12
53,13
8,8
39,10
47,14
60,9
89,15
51,13
14,12
28,13
16,12
34,10
82,15
46,14
27,13
20,13
9,8
92,27
3,8
98,27
29,13
80,15
73,2
