inputName,key
11,20
19,32
12,20
38,25
81,20
5,28
40,27
70,27
23,18
72,20
79,32
78,25
87,20
6,8
68,25
69,32
1,20
45,28
33,18
15,28
93,18
24,13
25,28
26,8
48,25
71,20
76,8
7,20
50,27
22,20
4,13
32,20
77,20
91,20
42,20
13,18
41,20
55,28
31,20
66,8
65,28
62,20
21,20
95,28
84,13
58,25
64,13
83,18
94,13
0,27
99,32
96,8
67,20
61,20
43,18
2,20
54,13
30,27
59,32
85,28
74,13
90,27
18,25
52,20
44,13
17,20
36,8
49,32
86,8
37,20
56,8
63,18
35,28
97,20
75,28
57,20
88,25
10,27
53,18
8,25
39,32
47,20
60,27
89,32
51,20
14,13
28,25
16,8
34,13
82,20
46,8
27,20
20,27
9,32
92,20
3,18
98,25
29,32
80,27
73,18
