inputName,size
11,25
19,15
12,12
38,6
81,20
5,28
40,25
70,15
23,29
72,19
79,30
78,9
87,19
6,25
68,8
69,23
1,18
45,24
33,10
15,10
93,24
24,11
25,6
26,14
48,17
71,20
76,27
7,4
50,26
22,27
4,19
32,25
77,22
91,6
42,4
13,22
41,20
55,16
31,32
66,28
65,19
62,30
21,18
95,30
84,22
58,19
64,28
83,14
94,24
0,20
99,13
96,25
67,26
61,19
43,5
2,8
54,26
30,10
59,7
85,5
74,32
90,14
18,9
52,29
44,24
17,12
36,16
49,15
86,16
37,19
56,22
63,10
35,16
97,28
75,12
57,21
88,23
10,8
53,15
8,31
39,21
47,8
60,23
89,24
51,21
14,13
28,18
16,12
34,7
82,21
46,7
27,26
20,31
9,9
92,15
3,3
98,8
29,31
80,14
73,11
