inputName,n
11,4
19,13
12,11
38,30
81,31
5,5
40,8
70,10
23,21
72,30
79,22
78,27
87,21
6,30
68,5
69,6
1,2
45,15
33,4
15,32
93,12
24,7
25,4
26,27
48,22
71,22
76,19
7,25
50,9
22,22
4,20
32,14
77,26
91,23
42,23
13,19
41,7
55,15
31,4
66,12
65,22
62,10
21,18
95,32
84,28
58,16
64,23
83,8
94,25
0,13
99,28
96,15
67,28
61,10
43,15
2,8
54,8
30,4
59,32
85,18
74,18
90,4
18,22
52,17
44,8
17,31
36,26
49,15
86,21
37,29
56,29
63,26
35,6
97,16
75,28
57,25
88,24
10,27
53,11
8,12
39,32
47,31
60,24
89,7
51,16
14,18
28,6
16,31
34,7
82,32
46,12
27,21
20,19
9,7
92,14
3,19
98,28
29,5
80,18
73,23
