inputName,n,key,arr[n]
values_11,8,10,"{53, 83, -113, 125, -94, -3, 120, -48"
values_19,8,22,"{-52, 21, 68, -35, -99, 72, -67, 44"
values_12,8,31,"{67, -91, -53, -16, -77, 46, 97, 0"
values_38,32,10,"{-13, -3, -33, 5, 43, -77, 112, 95, -12, -22, -87, -92, 4, -108, -32, -121, -65, 97, -48, -98, -83, -28, 17, -97, 102, 75, -32, -97, 56, 59, 56, -38"
values_81,23,10,"{-36, -57, -102, -42, 119, 82, 18, 56, -81, 69, -101, 31, 20, 35, 34, 112, 87, -101, -110, 35, 118, 100, 22"
values_5,12,14,"{-40, -126, 32, -21, -67, 108, 53, 10, -87, -66, -7, 75"
values_40,16,4,"{-116, -60, -104, 32, -23, -14, -104, -73, -5, 64, 76, -59, -76, -14, 0, 111"
values_70,13,4,"{-27, 19, 38, 105, -92, 89, -15, -18, -70, 42, 60, -126, 90"
values_23,21,5,"{-75, 92, -18, 1, -94, -56, -119, 46, 60, 41, -34, -25, -60, 103, 102, -20, 79, -104, 109, 124, 32"
values_72,13,31,"{108, 14, -20, -63, 57, 37, 54, 102, -87, -28, -85, -94, 109"
values_79,13,22,"{98, 56, 10, 62, 76, 121, 67, -123, -22, 50, 114, -54, -43"
values_78,13,10,"{-50, 102, -17, 114, 0, -68, -101, -68, -124, -29, 93, 76, 88"
values_87,23,30,"{-32, -107, 7, 26, -85, 103, 118, -99, -114, 92, -26, 98, 30, 80, -102, -124, 38, -79, 85, -2, 110, 9, 46"
values_6,12,9,"{-45, -62, 9, -126, -87, 109, 83, 88, 54, -79, 96, -124"
values_68,18,10,"{-38, -54, 28, 89, -81, -44, -74, -85, -79, -57, 120, 24, 66, -114, 124, -24, -9, 93"
values_69,18,22,"{-39, -75, -32, -61, 102, -91, 11, 118, 30, -72, 45, -62, 13, -28, -18, 65, 110, 71"
values_1,12,10,"{-40, 118, 0, -97, -114, -32, -33, 121, -92, -23, -122, -109"
values_45,16,14,"{-30, -18, 73, 34, -118, 42, -62, -34, 67, -59, -103, -27, 80, 76, -106, 62"
values_33,32,5,"{-61, 9, -124, 33, 125, 106, 38, -101, -84, 114, -73, -28, -63, 68, -98, 91, 3, -63, 87, 39, -92, -16, -58, -89, 77, 52, -26, -10, 110, -35, 20, -119"
values_15,8,14,"{-86, 81, -17, 85, -5, 57, -25, 101"
values_93,28,5,"{-52, -87, 3, 82, -23, -31, 25, 112, 101, -101, 40, -12, -39, -17, -124, 48, -54, -39, -97, 50, 40, 51, 82, 43, 72, -86, 15, 18"
values_24,21,14,"{6, 71, -52, 125, 40, 20, 86, -86, -12, 8, 11, 39, 16, -41, -10, -4, -83, -124, -57, -4, 12"
values_25,21,14,"{-110, -62, 37, -74, 9, -95, 103, -104, 65, 59, 4, -107, 61, 40, 95, -92, -71, -36, 22, 27, 105"
values_26,21,9,"{-65, 88, 93, -71, -124, -87, -116, -24, -114, 41, -78, -14, -100, 89, -117, -121, 56, 53, 110, -69, -126"
values_48,16,10,"{-61, 54, -46, -31, -62, 78, -85, 104, -112, -55, -47, 56, -48, -108, 69, 75"
values_71,13,10,"{53, -103, 117, -80, -110, 88, -85, -119, 97, 34, -100, -117, 27"
values_76,13,9,"{45, -50, -63, -57, -46, -21, -27, 74, -59, 36, 13, -86, -37"
values_7,12,30,"{95, -86, 96, -107, -15, -2, 115, 21, -39, -71, -105, -25"
values_50,9,4,"{126, 89, 74, 111, -114, -2, 96, -89, 95"
values_22,21,31,"{92, -80, 75, -38, 47, -35, 117, 18, -25, -126, -104, -6, 53, 10, -12, -60, -62, -14, -71, -69, -70"
values_4,12,14,"{16, 106, -61, -39, 91, -90, -118, 88, 49, -21, 75, 78"
values_32,32,31,"{94, 22, 100, -118, -48, 114, 119, -8, 2, 18, 24, 78, -5, 31, -60, 23, -57, 69, -7, 28, -86, -109, -33, -124, 17, -29, -84, 78, 41, -66, -91, 38"
values_77,13,30,"{-120, 84, 55, -30, 66, 5, -67, -116, -101, 59, -103, -71, 50"
values_91,28,10,"{-63, -49, 20, 103, 75, -66, -70, 93, -122, -38, 17, 14, 32, 37, -13, -90, -78, -52, -80, 43, 30, -98, -117, -53, 20, -13, 118, -48"
values_42,16,31,"{-13, -73, -98, -115, -101, 106, 82, 46, 48, 46, 26, 38, -100, 14, 126, 100"
values_13,8,5,"{11, -125, 18, -61, 29, 88, 3, 122"
values_41,16,10,"{-67, 34, 70, 24, 46, 78, -59, 16, -24, -78, 50, 44, -82, 79, -25, 86"
values_55,9,14,"{47, -73, -104, 24, 23, 27, -119, -59, 1"
values_31,32,10,"{-80, 96, 56, -62, 79, 67, 6, -31, 13, -60, -75, -95, 74, -107, -104, -118, 126, -101, -57, 33, -118, -33, -48, 53, 43, 5, -112, 35, -23, -53, -85, 58"
values_66,18,9,"{9, -84, 5, -123, 91, 62, 59, -62, -90, 117, 14, -123, 15, -94, -14, -124, -111, -74"
values_65,18,14,"{68, -49, 20, -4, 117, 15, -1, -90, 3, -68, 56, 93, 20, -120, 7, 72, 94, 89"
values_62,18,31,"{-13, 95, 116, -13, 107, -57, 4, 54, -17, 110, 65, -54, 90, 116, -101, 68, 16, -69"
values_21,21,10,"{28, 52, -71, -25, 46, -63, 12, 42, 9, -72, -22, 120, 68, 99, 3, 99, -74, -50, 50, -90, -52"
values_95,28,14,"{-36, -95, 39, 114, 100, -124, -30, 18, 14, -39, 57, 59, 98, -17, -101, -1, -5, 50, -48, -17, 29, -32, 101, -90, 110, 126, 95, 38"
values_84,23,14,"{-124, 90, 93, -27, 24, 42, 32, 30, 125, 28, 63, -33, -93, -60, 46, -36, -95, 24, -37, 96, 21, -103, -29"
values_58,9,10,"{-42, -35, -87, -108, -37, -58, -62, -54, 102"
values_64,18,14,"{-113, 67, -5, -119, 66, 92, -114, -59, -78, -18, -79, -48, 63, -123, -119, -50, 89, -70"
values_83,23,5,"{-30, -8, -103, -41, 51, 46, 8, -88, -63, 101, -92, -46, 30, -11, -56, -90, -124, 39, 74, -10, 19, 90, 124"
values_94,28,14,"{-71, -70, 50, 37, 64, 48, -57, -65, -24, -49, 70, -105, -120, -18, 120, 120, -51, -125, -44, 124, -80, -78, -117, -93, 21, -97, 92, -3"
values_0,12,4,"{-88, 7, 119, 88, 47, -92, 75, 56, -28, 13, 52, 9"
values_99,28,22,"{14, 116, 59, -80, -73, 104, 2, 12, 79, -69, -80, -12, 75, 113, 99, 111, 49, 105, 58, -11, -68, -44, -64, -93, -123, -125, 74, -5"
values_96,28,9,"{78, -20, 76, 121, -55, 43, 110, 14, -21, -53, 75, -90, -72, -85, -74, 75, 95, 73, 85, 86, 89, 32, 114, 15, -100, -57, 12, 44"
values_67,18,30,"{33, 47, 5, 83, 43, 59, -58, -50, 0, -88, -101, -31, 80, -42, 36, 96, -122, -97"
values_61,18,10,"{52, 123, 53, -91, 53, 117, -75, -98, 81, 20, -22, -16, -38, 76, -59, -30, -35, -11"
