inputName,n
values_11,20
values_19,15
values_12,23
values_38,12
values_81,32
values_5,25
values_40,28
values_70,12
values_23,7
values_72,22
values_79,4
values_78,20
values_87,26
values_6,19
values_68,26
values_69,3
values_1,29
values_45,9
values_33,26
values_15,23
values_93,13
values_24,30
values_25,24
values_26,3
values_48,7
values_71,31
values_76,21
values_7,6
values_50,20
values_22,32
values_4,17
values_32,8
values_77,24
values_91,29
values_42,14
values_13,27
values_41,32
values_55,12
values_31,12
values_66,11
values_65,8
values_62,9
values_21,12
values_95,18
values_84,11
values_58,8
values_64,2
values_83,23
values_94,27
values_0,30
values_99,15
values_96,9
values_67,24
values_61,23
values_43,15
values_2,17
values_54,6
values_30,23
values_59,7
values_85,13
values_74,21
values_90,20
values_18,4
values_52,5
values_44,22
values_17,7
values_36,18
values_49,8
values_86,32
values_37,32
values_56,21
values_63,30
values_35,29
values_97,21
values_75,5
values_57,5
values_88,22
values_10,25
values_53,24
values_8,19
values_39,9
values_47,25
values_60,3
values_89,27
values_51,6
values_14,12
values_28,8
values_16,27
values_34,29
values_82,11
values_46,21
values_27,23
values_20,14
values_9,16
values_92,29
values_3,31
values_98,18
values_29,20
values_80,17
values_73,13
