inputName,n
values_11,113
values_19,17
values_12,65
values_38,118
values_81,45
values_5,29
values_40,14
values_70,39
values_23,125
values_72,22
values_79,92
values_78,14
values_87,38
values_6,93
values_68,105
values_69,21
values_1,19
values_45,76
values_33,31
values_15,27
values_93,11
values_24,31
values_25,116
values_26,50
values_48,94
values_71,100
values_76,45
values_7,11
values_50,72
values_22,40
values_4,73
values_32,28
values_77,61
values_91,85
values_42,38
values_13,53
values_41,38
values_55,53
values_31,65
values_66,124
values_65,124
values_62,20
values_21,101
values_95,118
values_84,118
values_58,51
values_64,99
values_83,113
values_94,109
values_0,21
values_99,70
values_96,2
values_67,56
values_61,54
values_43,35
values_2,92
values_54,51
values_30,29
values_59,43
values_85,22
values_74,96
values_90,67
values_18,127
values_52,80
values_44,11
values_17,23
values_36,86
values_49,21
values_86,44
values_37,53
values_56,56
values_63,21
values_35,46
values_97,122
values_75,96
values_57,70
values_88,33
values_10,31
values_53,22
values_8,71
values_39,127
values_47,90
values_60,59
values_89,8
values_51,17
values_14,60
values_28,80
values_16,81
values_34,18
values_82,28
values_46,61
values_27,115
values_20,97
values_9,60
values_92,40
values_3,106
values_98,123
values_29,106
values_80,3
values_73,67
