inputName,size,a[size]
values_11,25,"{-6211222686222378552, 2905504568199199693, 1616792637248929051, 7382560950447746662, 8818677818953356930, -6743373088898517825, -1174472799658220800, 5147304156302391677, -8264279970365500008, 6024896534264587004, 7248165670461781495, 8593568015886427138, 1932570725569917297, 3985649182777844839, 8363175236344218557, -7195030271727621825, -8086749665959847510, 3097215525031006137, 800795191176377268, 4577609493669669930, 8588852435107974452, -6860761759919315854, 7447353458802119531, -7871461971609657426, -6358317178454744687"
values_19,18,"{6478536451355988794, -3149582948731195027, 2422556647000885077, -4441977209669683484, -2539331320479578015, -9156891744203437640, 7092374410162922703, 2770008268365197674, -8483863376822110876, 5857984936895325352, 6215679179609114, -567536134911453767, -6525118220286969059, -2671010321144419328, -6444275632643399708, -6449065667056532550, -6632127552963179502, 4112862998364822702"
values_12,5,"{-1841270735479976812, 283112065459728162, -327685371202150026, -1169830726590477993, -4288483737533885455"
values_38,13,"{-1067816784893128678, -2250511208330435899, -1406348758868477271, -7973011083657894991, -3178612006377501763, 1169511016041982586, -9184421023214048858, -8444438682241217809, 6265221738686860599, 5528176304085548217, 4686177102697823833, 270598372859365357, 1038924289939805793"
values_81,18,"{5253331579914302328, 373722483490438231, -1407566334282221376, 4919437626512168677, -2751198229232931175, -8882287689636259472, 7084539781588990242, 111227563357917602, 1139385968295462898, 5955232658076690843, 7659544739813172189, -7894546666892119173, 7999479070338484608, -4624132819790690024, 7242876716789058099, -3939964681658875940, -3266770905584345762, -7856566848643541836"
values_5,32,"{5119099084184087160, -5552182526721982581, -1450816331726542113, -4428611222327766990, -4880047981837762669, -7136089822871318639, -1873291883422270941, 8246181151486683111, 7250515664046707003, 6516501768006952892, -7343687255226841321, 7829713468394054400, -4884539526342024549, -2029114848351307552, 1906823699205305462, -6506610325851907278, 1869894551276010681, -1162526497152898778, 4309917461867205550, 4195097291499627142, -613865727592082683, -2325592928784115006, -2608038387314622575, 6819000311193071770, -7900366373046414927, 2712241891964026694, -4773260562027707200, -8080344600516849452, 6169890066825972379, -6265277307250735514, -2425587041594029832, -4148211321029218702"
values_40,4,"{5633970895597608682, 4141970034338209427, -5466998126981961330, -1128718354845637955"
values_70,20,"{1339914697947680008, -5599056086784887706, 7501375581858910530, -94639171834678347, -1358531996502669265, -5045732780192117404, -3882727157194013507, -9138038411278792486, 1404220367560938513, -8849316141275349650, -5972559694372625957, -7068578919745174994, 130815450521013630, 5385229615351437012, -2740783448912405510, 8334815752232204440, 3705677511614175600, -3079832131215566874, 1745222144760338351, 6593357820965844435"
values_23,13,"{7996779916712885742, -1950010971930158951, 7982297112741761270, -194208799081010092, -4592234288790832916, 4229893783308317413, 6196492592059593752, -3630485439571373139, 8202329018789571839, 7274758822328455802, -8669827234988293433, -1394634487771288322, -9144505684874257089"
values_72,20,"{-532303155473354109, -1335432116904620926, -4875335338819231494, 8584792700375928777, 6835188319471116936, -4574125273621398299, 4509747460867581079, 7089409349578642103, 4640771998410173384, 2411052190694791617, -3358147876829056075, -1090353857053315657, -438764104023163009, 7493157476517083991, -7363176682322138531, 6615530824334714103, 6566696435463997243, -6793014181420739727, 2060610324172747501, -1749749555928285366"
values_79,27,"{-2773510847778566439, 8972636573160017304, 3938191155713350447, -467028926389559707, -352349134633333965, -1798527949742164117, 974217387384517834, 7298426828613787519, 9050432216288032332, 7773270770687213969, 7222214469023640489, -5945395636186328038, -4104559540522979854, 8584624447798012790, -2054684371735691110, -9164378384443156725, -8445753343779623112, 6466070815439879163, -37929438006488917, -1410454039373448331, -353950260277442146, 381998518620730525, -3979844164283961664, 1048866468497579147, 49252006371489395, -4130170824463149696, 6108445981411512884"
values_78,11,"{2694448345352719659, 652373056062852245, -4114161567278303029, 4009884484353809926, 30279480116748193, -4987108930600682300, -2318519789279934263, -3335773711563420645, 1121820930323761154, 501565363499536722, -1227315892875353439"
