inputName,n
values_11,11
values_19,23
values_12,14
values_38,32
values_81,24
values_5,32
values_40,2
values_70,20
values_23,5
values_72,25
values_79,8
values_78,9
values_87,12
values_6,12
values_68,29
values_69,16
values_1,13
values_45,32
values_33,11
values_15,31
values_93,17
values_24,22
values_25,21
values_26,31
values_48,23
values_71,25
values_76,21
values_7,16
values_50,29
values_22,9
values_4,12
values_32,26
values_77,30
values_91,28
values_42,8
values_13,26
values_41,15
values_55,21
values_31,15
values_66,23
values_65,24
values_62,31
values_21,13
values_95,20
values_84,20
values_58,2
values_64,29
values_83,32
values_94,21
values_0,5
values_99,15
values_96,18
values_67,27
values_61,11
values_43,8
values_2,28
values_54,24
values_30,4
values_59,10
values_85,20
values_74,17
values_90,28
values_18,13
values_52,19
values_44,28
values_17,28
values_36,15
values_49,5
values_86,25
values_37,11
values_56,7
values_63,21
values_35,2
values_97,8
values_75,27
values_57,32
values_88,18
values_10,29
values_53,9
values_8,14
values_39,15
values_47,19
values_60,5
values_89,8
values_51,32
values_14,12
values_28,21
values_16,3
values_34,29
values_82,16
values_46,12
values_27,16
values_20,7
values_9,12
values_92,18
values_3,20
values_98,12
values_29,10
values_80,13
values_73,7
