inputName,n
11,12
19,22
12,16
38,31
81,2
5,6
40,14
70,28
23,31
72,4
79,28
78,26
87,32
6,20
68,17
69,6
1,10
45,18
33,29
15,27
93,12
24,20
25,25
26,2
48,18
71,10
76,13
7,23
50,8
22,15
4,26
32,2
77,26
91,18
42,5
13,8
41,11
55,22
31,22
66,19
65,32
62,24
21,25
95,25
84,13
58,14
64,28
83,10
94,32
0,19
99,5
96,12
67,32
61,16
43,22
2,27
54,28
30,9
59,15
85,15
74,16
90,11
18,2
52,4
44,22
17,5
36,15
49,9
86,5
37,13
56,32
63,28
35,4
97,25
75,24
57,5
88,15
10,31
53,25
8,3
39,12
47,6
60,32
89,10
51,15
14,14
28,16
16,26
34,6
82,31
46,14
27,29
20,25
9,27
92,25
3,22
98,18
29,18
80,4
73,29
