inputName,n
values_11,79
values_19,99
values_12,109
values_38,21
values_81,4
values_5,108
values_40,113
values_70,118
values_23,123
values_72,53
values_79,38
values_78,89
values_87,103
values_6,15
values_68,111
values_69,83
values_1,16
values_45,125
values_33,8
values_15,6
values_93,21
values_24,63
values_25,82
values_26,86
values_48,107
values_71,72
values_76,126
values_7,82
values_50,6
values_22,126
values_4,10
values_32,28
values_77,118
values_91,64
values_42,43
values_13,60
values_41,69
values_55,77
values_31,53
values_66,87
values_65,103
values_62,109
values_21,26
values_95,27
values_84,6
values_58,91
values_64,84
values_83,33
values_94,110
values_0,42
values_99,40
values_96,71
values_67,120
values_61,19
values_43,73
values_2,34
values_54,59
values_30,37
values_59,126
values_85,42
values_74,54
values_90,116
values_18,99
values_52,83
values_44,52
values_17,44
values_36,25
values_49,68
values_86,69
values_37,108
values_56,56
values_63,60
values_35,84
values_97,122
values_75,4
values_57,97
values_88,114
values_10,115
values_53,9
values_8,81
values_39,55
values_47,123
values_60,90
values_89,16
values_51,67
values_14,58
values_28,79
values_16,118
values_34,78
values_82,127
values_46,112
values_27,95
values_20,111
values_9,94
values_92,58
values_3,104
values_98,106
values_29,82
values_80,34
values_73,67
