inputName,size
11,7
19,13
12,23
38,2
81,5
5,24
40,24
70,20
23,5
72,21
79,12
78,24
87,7
6,7
68,15
69,4
1,19
45,25
33,15
15,15
93,4
24,19
25,26
26,4
48,17
71,11
76,14
7,14
50,18
22,22
4,24
32,17
77,12
91,2
42,21
13,10
41,14
55,2
31,25
66,16
65,19
62,23
21,26
95,12
84,20
58,17
64,13
83,18
94,7
0,17
99,2
96,6
67,18
61,3
43,8
2,19
54,15
30,14
59,15
85,11
74,6
90,26
18,19
52,20
44,15
17,21
36,4
49,3
86,17
37,18
56,21
63,9
35,2
97,4
75,24
57,7
88,25
10,6
53,13
8,13
39,3
47,2
60,11
89,9
51,3
14,23
28,10
16,7
34,22
82,5
46,8
27,16
20,13
9,12
92,20
3,8
98,5
29,21
80,4
73,14
