inputName,n,key,arr[n]
values_11,10,3,"{1205, 2631, 14302, -11703, 23621, 23341, -7844, 13738, 8833, -17816"
values_19,10,22,"{11090, 16642, -7756, -2363, 23377, -1540, -12401, -13788, -6749, 10270"
values_12,10,29,"{11117, 24168, 10215, 14498, 8119, 19666, 5434, 13009, 16937, 28385"
values_38,4,20,"{23895, -26403, 16582, -8102"
values_81,8,3,"{-9896, -29481, -24412, 10641, -16781, -15236, -30133, 28146"
values_5,8,17,"{-1432, -15668, 11025, 9145, 2302, -10963, 12370, -29459"
values_40,14,22,"{12590, 6828, -19015, 4468, -11699, -5631, -1608, 9936, 5243, -3656, -18382, 11136, 27431, 31870"
values_70,11,22,"{6493, 24788, -27085, 20743, -1802, 16369, 28557, -18807, -9336, -9369, 10970"
values_23,3,25,"{-10743, -1422, -10392"
values_72,11,29,"{-31691, -4544, 11033, -850, 25741, -6339, -17146, -18971, 19678, 5246, -1156"
values_79,11,22,"{-20779, -31120, 31597, -11466, -26349, -30969, -13042, -9702, -32079, 18270, -12698"
values_78,11,20,"{32622, 13785, 90, -29354, 15817, -26466, 29864, -9628, -8305, -5186, 10396"
values_87,8,20,"{-14995, -22679, -3124, 2189, -8134, -5095, 24533, -15386"
values_6,8,23,"{28560, 11467, 3417, 24059, -29607, 11290, 13113, -28343"
values_68,30,20,"{754, -30203, 29871, 4998, 4477, -14005, -2541, 2001, 26577, -21039, 18407, 8846, -18170, 11130, -23848, 23018, -16671, -28894, 21069, -6654, 4446, 11775, 1977, -13165, 9248, -14384, 16799, 15742, -29638, -25217"
values_69,30,22,"{27243, -32298, -7090, -10377, -31317, -15671, 17340, 13778, -29894, 25516, 16576, -16151, 871, -32261, 28079, -643, 1095, 31233, 15714, 26859, -282, 31213, -6262, 31787, 31149, -6863, 31572, -19397, -26374, -11549"
values_1,8,3,"{25716, 30281, -25869, 31504, 15937, 26463, -31603, -17934"
values_45,14,17,"{23633, -14059, 2672, 18817, -31891, -16904, -25928, -2574, 20159, 19967, -12247, 29113, 28825, -22982"
values_33,4,25,"{-10769, 26976, 29125, -12052"
values_15,10,17,"{-19692, 8357, 17362, -12460, 603, -16270, -4607, 6397, 3800, 617"
values_93,11,25,"{16509, 18383, 4612, 14275, 17423, 14785, -8618, 27284, -23752, 862, 27071"
values_24,3,11,"{-6786, 24890, 9192"
values_25,3,17,"{21390, 6015, 7750"
values_26,3,23,"{-14973, 31616, -21162"
values_48,14,20,"{-4634, -30397, 6398, -29937, 20572, 18826, -32737, 27974, -30341, 10164, 20257, 19078, -10532, -23480"
values_71,11,3,"{26069, -27893, -25442, 21635, 19042, -7330, -824, 24520, 3517, -32346, -25007"
values_76,11,23,"{9430, 20288, -7311, -30113, -17551, -25567, 12206, -23297, 19531, 4612, 9226"
values_7,8,20,"{-6569, 11158, -6447, 19051, -26803, 10331, 32555, 32587"
values_50,5,22,"{-21118, -15715, 31253, -511, -28978"
values_22,3,29,"{-8621, 18772, -14777"
values_4,8,11,"{6360, -12169, -4689, 26426, -22912, 9556, -4574, -14235"
values_32,4,29,"{-6061, 22705, 7898, -6930"
values_77,11,20,"{-28348, 32074, 18245, 27974, -25115, 32169, -18167, -714, -20441, 26915, -24367"
values_91,11,3,"{12142, 11316, -26928, -10608, 7937, -18725, -20281, 24535, 26887, -26463, -1042"
values_42,14,29,"{29584, 10202, -118, 13641, -25067, 5830, -29946, 1034, 13069, -3123, -23175, 4732, -3964, 18344"
values_13,10,25,"{13621, -20050, 18004, -8403, -11394, 2734, 25826, -24276, -23891, -15828"
values_41,14,3,"{13290, -24097, 5518, -12771, 11742, 3901, 15033, 11738, 19766, 30011, 11757, -5094, -18988, 9868"
values_55,5,17,"{18289, 20293, -31122, 27475, -28890"
values_31,4,3,"{-32456, 12767, -11050, -24742"
values_66,30,23,"{-18362, 20842, -18942, 1986, 30211, -1550, 2128, -9107, 23840, -19105, -14606, -29327, -15045, -28768, -8747, 27047, -17136, 28235, -20211, 13151, -12191, 417, -21224, -22391, 17409, 11355, -1257, -22646, -2988, -16843"
values_65,30,17,"{32010, 20680, -24433, 3457, -17307, 15249, -12638, -26970, 12768, 10655, 24901, 11815, 31148, 22174, 28636, 4218, -22254, 6551, -711, -30980, -14464, 552, -26003, -25197, 564, 29412, 29754, -28930, -28685, 23553"
values_62,30,29,"{-18334, -19200, 21325, -5307, 9787, 10155, 15416, 17532, -22105, -23784, -11708, -12281, -20042, -4780, 32622, 22219, 1060, 25448, -26129, -15102, 31403, 3502, -10859, -28449, -10511, -27399, 10585, -11358, 20807, -8354"
values_21,3,3,"{-26026, 23646, 26237"
values_95,11,17,"{-25763, -31161, 30821, 22032, -23210, 14287, -31823, -12720, -25286, -22571, 2107"
values_84,8,11,"{2130, -30956, -27152, 3354, 10349, -15516, 24057, -20784"
values_58,5,20,"{22247, 13215, -7446, 7984, -28512"
values_64,30,11,"{6239, -15660, -3317, 290, 19169, 23262, -27771, 5622, 1721, 21324, -11010, -22020, 25296, 31926, 4031, -11751, -19593, -384, 30533, 26029, 8206, -10600, 22294, 24202, -31324, 28501, -24745, -1578, 24026, 9130"
values_83,8,25,"{-4352, -29507, 18755, 4448, -24402, 12566, 8559, 19026"
values_94,11,11,"{-7562, 8113, 30192, -10272, 12459, -25743, -3465, 1043, 31287, -30418, 13981"
values_0,8,22,"{31097, -1455, -16527, 11653, -15055, 31885, 4561, -16605"
values_99,11,22,"{6482, -5395, -30257, 6549, 21636, 28292, 2423, -12270, 18525, 12174, -27016"
values_96,11,23,"{-17179, 17785, 18170, -31482, -14654, -8317, -21722, -8990, 3223, -12444, -24075"
values_67,30,20,"{-30329, 24775, -30733, 1113, -6689, 25934, -24841, -15685, -30715, 30627, -31877, -4512, 27349, -8545, 3617, -11923, 4739, 9729, 5353, -17708, -20050, 25087, 19580, 15403, -5329, -22093, 21073, -4893, -12191, 15410"
values_61,30,3,"{-6366, 13821, 16497, 10683, -26140, 10005, 10527, -26154, 5120, -29157, -5479, 16545, 3211, -24866, 13237, 21741, -27571, -26814, 3817, 13781, 28779, 15045, 16162, -14873, -16768, 3414, 27176, -23777, 31361, -18410"
values_43,14,25,"{27612, -27605, 1747, 18422, -11996, -13875, 307, -26604, 13115, -24053, 2417, -4752, 6663, -27366"
values_2,8,29,"{30129, 9940, -20842, -18546, 12806, 9406, -31365, -27733"
values_54,5,11,"{-10592, 29607, 11269, 14733, 16335"
values_30,4,22,"{16131, 29887, -17474, 26876"
values_59,5,22,"{876, -315, -5570, 13152, -2078"
values_85,8,17,"{-16948, 16816, 8725, 3931, 24795, 10239, -1904, 1068"
