inputName,size,a[size]
values_11,2,"{77, -45"
values_19,6,"{-124, -119, 106, -114, -27, -43"
values_12,4,"{-82, 11, -104, -40"
values_38,4,"{-100, -107, -106, -125"
values_81,18,"{-111, -56, 10, 60, -97, 83, 5, -11, 14, 127, -41, -9, 89, -89, -8, 22, 2, 73"
values_5,15,"{-23, -121, -62, -59, -7, 120, -37, 97, -19, -97, 88, -24, -17, 83, -48"
values_40,21,"{-115, 19, -56, 61, 72, 18, -80, -115, 96, -120, 74, 10, 62, -5, 12, -118, 52, -19, -1, -64, 91"
values_70,23,"{29, 42, -119, 47, -84, 20, 72, -37, -121, 48, 57, -115, 92, -79, -82, -83, -101, -26, -67, 80, 31, 83, -62"
values_23,8,"{25, 37, -42, 25, 48, 56, -99, -73"
values_72,15,"{-13, -85, -81, -96, 65, 55, -6, -34, -32, -83, -89, 112, 10, -65, -69"
values_79,12,"{104, -96, -126, 81, -18, -62, -114, 106, 105, -125, 117, -123"
values_78,14,"{69, -61, -83, -81, -58, 47, -39, -86, -57, -61, 17, 8, 4, 97"
values_87,8,"{24, -39, -51, -66, -17, 16, 44, 0"
values_6,11,"{70, -69, 97, 27, 62, 43, 10, -46, -95, -59, -29"
values_68,3,"{90, -87, -50"
values_69,6,"{46, 0, 9, -122, 97, 59"
values_1,4,"{20, 115, 124, -42"
values_45,27,"{-14, -57, -63, 6, 101, 75, -70, -112, -49, 44, -22, -41, -64, -52, -86, 53, -95, 120, -9, -73, 27, 72, -128, -58, -14, 80, 36"
values_33,26,"{38, -18, 78, -111, 45, 65, -25, -29, -101, 27, -67, 45, -60, -74, -64, 112, 94, 53, 94, 124, -114, 41, 80, 20, -27, -80"
values_15,18,"{-13, 7, 36, 29, -1, 82, 48, 41, 67, -54, 111, 69, 8, -76, -92, 108, -39, 89"
values_93,8,"{-92, -119, -41, -91, -57, -24, 64, -47"
values_24,6,"{-22, -42, 35, -40, 30, -62"
values_25,7,"{-50, -62, -29, 35, -42, -127, 114"
values_26,25,"{74, 6, -127, 117, -40, 49, -64, 81, 35, -111, -59, 85, 57, -120, 21, -125, 29, 70, 34, 108, -52, -72, -6, -25, -125"
values_48,3,"{-18, 117, -104"
values_71,20,"{79, -11, -52, 126, -70, -100, 85, -40, -110, 70, -115, 14, -87, -56, 58, -101, -120, -93, 27, 1"
values_76,27,"{-19, 92, 40, -92, 92, 75, -108, 73, -87, -96, -36, 2, -107, -101, -71, 44, -31, 35, -63, 0, -37, 18, -63, -20, 72, -83, 11"
values_7,20,"{71, 15, -94, -99, -126, 107, 66, 45, 43, 125, -13, 111, -67, -95, 127, 28, -49, -78, 55, 117"
values_50,10,"{-81, 126, 70, 85, -28, -47, 32, 46, -100, 57"
values_22,5,"{51, 23, -74, -42, -67"
values_4,10,"{117, -89, 44, -66, -82, 64, 116, -41, 96, 34"
values_32,21,"{-88, -110, 30, -89, -88, -99, 112, 48, 77, 37, -52, -107, 54, -19, -66, -111, 12, -79, 36, 28, -78"
values_77,20,"{82, -62, -25, -25, 104, -105, 52, 99, -101, -94, -99, 4, -70, 31, 21, 9, -99, -18, 89, -16"
values_91,17,"{54, -113, 56, -123, -35, 101, 51, -28, 21, 77, 64, -64, 35, -77, 54, -33, 48"
values_42,9,"{-20, 19, 62, -115, -83, -66, -51, -108, -68"
values_13,17,"{-88, -81, 80, -90, -5, -23, -90, 26, -94, 8, 123, 70, 89, -34, -66, 74, -16"
values_41,11,"{37, 108, 9, -122, 53, -28, -125, 114, 83, 30, -83"
values_55,9,"{11, -79, 33, 15, 26, 12, -126, -113, 62"
values_31,9,"{-61, 105, -99, 89, 73, -14, -85, -45, 89"
values_66,4,"{-66, -13, 89, -83"
values_65,8,"{21, -37, 109, 119, -4, -109, -31, 0"
values_62,18,"{72, 122, -55, 123, -95, -16, 77, 88, -57, -73, 30, 69, 99, 125, -12, -81, 70, -16"
values_21,2,"{93, -1"
values_95,3,"{-102, -90, 91"
values_84,10,"{3, -59, -28, -63, 48, -30, 65, -126, 3, 22"
values_58,11,"{-36, -12, 96, 46, -126, -87, 89, -94, -56, 61, 8"
values_64,14,"{107, -10, -120, 69, 50, 41, -47, 14, -6, -121, 111, -124, 19, 127"
values_83,6,"{-15, -7, 61, 50, -34, -76"
values_94,26,"{118, -95, -85, -73, -17, 77, 54, -92, -47, 70, 46, 84, 38, -65, -31, -31, -16, 5, 70, -99, -33, 72, 8, 22, 123, 47"
values_0,20,"{-55, 85, 15, -89, -106, 62, 46, -40, -100, -125, -10, -56, 60, -118, 6, 101, -31, 84, 123, -3"
values_99,23,"{-15, 20, 100, 86, 42, -3, -81, -29, 53, 89, 97, 115, 98, 105, -102, 19, -44, 55, 90, 49, -56, 26, 68"
