inputName,k,size,arr[size]
values_11,245,3,"{-4989, -13213, 18547"
values_19,245,7,"{27736, 24317, -244, 20991, 29796, 11385, -15118"
values_12,245,13,"{-14249, -14266, 6106, 29915, 15010, 5618, -18704, -26198, 1287, -21445, -5603, -821, 11752"
values_38,109,13,"{15260, 20824, 26146, 28637, 5122, 4076, -1096, 12182, 7669, -16874, -1880, -12410, -6273"
values_81,231,3,"{660, 2344, -10341"
values_5,169,23,"{-23266, 10663, 30598, -21708, 15572, -14621, 4086, 26113, 17776, 7608, -2644, 17039, -17904, -29718, 30409, 13087, 5459, 2950, -15050, -3491, -25187, -19962, -16879"
values_40,127,19,"{-21980, -28132, -25214, 13779, 27010, -25561, -15492, 16846, -9550, 1842, -980, 10280, 18887, -30514, -14955, 11995, -23179, 2822, 6737"
values_70,62,19,"{-8726, 5594, 26778, 10622, 19777, -27731, 23108, 17129, 18288, -6389, 17330, 28914, 6539, 7400, -28492, 7276, -26721, 27814, -27693"
values_23,247,7,"{5941, 21157, -30001, 24312, -15422, 7914, -24103"
values_72,62,13,"{28095, -25566, -1310, -25565, -30616, -2597, -18684, -25695, -15413, -7031, -29784, 20801, -17257"
values_79,62,7,"{-20078, -18560, 8915, 14349, -22282, -16781, -6656"
values_78,62,13,"{3904, 11665, -25616, 17435, -14712, -28575, -21657, -14377, -19578, 10516, 8650, 25465, -22692"
values_87,231,13,"{17347, 20839, -18802, -27197, 27465, 4549, -32561, -5813, -3084, 22837, -23711, -16364, -8616"
values_6,169,6,"{-15316, -20626, -11105, -13658, -18072, 14812"
values_68,214,13,"{-18858, -31126, -30133, 26780, 2716, 27522, 5399, 3171, -11227, 30174, 29764, -8639, 1668"
values_69,214,7,"{-18277, -27918, -25605, 8868, -29181, -29962, 13373"
values_1,169,3,"{4151, 1585, 8269"
values_45,127,23,"{16425, 27108, -24138, -4814, 10779, 8773, -31240, -557, 18262, 16369, -5829, -20072, 2816, 16279, -1356, 431, 15871, 14132, -10917, 23147, 25838, -1905, -26350"
values_33,109,7,"{17046, -28669, 13901, 16025, 21677, 18087, 17130"
values_15,245,23,"{-3033, -12535, -25216, -15890, -19723, 9529, 16963, 5697, -17261, -22220, 2323, -3082, 5300, -27217, 13979, 11307, -21815, -10896, 28551, 25234, -1043, -7509, -16287"
values_93,42,7,"{8501, -3241, -2840, 2708, 22699, -82, -4505"
values_24,247,22,"{-7359, -28344, -30806, 12546, -22734, -19967, 4285, 12682, 13917, -24457, 31988, -14953, 17798, -16791, 4579, -30034, 26464, -9182, -16236, -8733, 13611, 17801"
values_25,247,23,"{-10002, -25120, 11236, -10079, 14496, 14488, 16845, 22352, 20347, -5409, -5872, -21504, 7091, -12646, -2975, -19929, 16317, 4570, 22225, -9479, -7759, 17650, -19238"
values_26,247,6,"{-12422, 12232, -28444, -2247, 18613, 17146"
values_48,127,13,"{30514, -17654, 15962, -25723, -21510, 30561, -27597, 18977, 3061, 19069, -23520, 5697, 3862"
values_71,62,3,"{2606, 29206, 10370"
values_76,62,6,"{-6403, 15710, -353, 15688, -30102, 5204"
values_7,169,13,"{4439, -29319, 26592, 15585, 46, 14148, 19748, -12242, -20808, -2078, 3315, 27550, 5865"
values_50,12,19,"{6051, 3037, -18728, -9862, -5116, -12107, -15429, -13238, 1448, -30203, -10332, -4056, -4094, -15697, -17426, -24210, -10891, -7983, -24778"
values_22,247,13,"{-1327, 24434, 25160, 83, 28627, -9589, 30392, -1439, 217, 31553, -10531, 16673, -12507"
values_4,169,22,"{30863, 23721, 28616, 9373, -13207, 12302, 26659, 6989, 15030, -5254, 30650, 23161, 8452, -21990, -8567, -4305, 16861, 32031, -17565, -31021, 10737, -2520"
values_32,109,13,"{-18476, 17143, 3768, 1992, -12422, 29769, 12778, -20320, 29933, 6970, -9230, -4495, 4320"
values_77,62,13,"{-29397, 798, 3112, -18133, -745, -31579, -20603, 19048, -31307, -30279, 11147, -23293, 25447"
values_91,42,3,"{13616, -15408, 19616"
values_42,127,13,"{-30943, 6463, -25282, 30015, -4784, 26726, -18516, 20280, -5302, -31727, -7901, -27763, 2908"
values_13,245,7,"{23869, -32381, 7500, 23991, 11792, -8579, 16473"
values_41,127,3,"{-5693, -27834, 2156"
values_55,12,23,"{-4589, -23219, 19564, 14984, 19578, 13419, -18955, 12625, 23314, -29592, -12659, 19351, -31595, 13260, 28934, -23473, 29104, 17358, 22944, 11545, 30324, -11809, 4405"
values_31,109,3,"{13565, -16250, 11252"
values_66,214,6,"{-10743, 17021, -31333, -23103, -15233, -15708"
values_65,214,23,"{2990, -29268, 5898, -17184, -6093, -31203, -14750, -10117, 17211, -16856, 318, 2392, 8182, -22776, -29707, -13436, -14381, 11490, -11165, 22873, -9918, -29850, -21857"
values_62,214,13,"{-20665, -16565, 12462, 22412, -7506, 30923, -14372, 6969, 8872, -15756, 26398, 5082, -13292"
values_21,247,3,"{4811, 6190, 6247"
values_95,42,23,"{24858, 9173, 11718, -12244, -24038, 24179, 29244, 17968, 19893, -20238, -9528, 976, -25017, -25006, -17058, -14338, 21708, -821, 242, 21224, 6053, 8410, -2424"
values_84,231,22,"{-22425, 27971, 10106, 21925, -5829, -8006, -11286, 21921, -27197, -11421, 19263, 10230, -3331, 22640, 6200, -1196, 6768, 6784, -27199, 5104, -3230, 24260"
values_58,12,13,"{-26114, -26476, -6236, -24983, -3388, -5925, -30920, -10174, -11908, 27838, -3948, -16668, 5802"
values_64,214,22,"{-28728, -15522, -26214, 5323, 4145, 2902, -11057, -18876, -2269, -21403, 268, -24529, -22812, 28758, 22127, -5968, 26975, 6337, -17824, 17011, -26353, -6490"
values_83,231,7,"{13606, 6208, -23845, -5197, 9723, 5791, -30902"
values_94,42,22,"{-10282, -2140, 14976, 3247, -13151, -12767, 580, 1967, 23365, -11877, 24127, -13508, 26495, -4355, -10780, 19425, 20717, -8478, 20955, -27038, 14302, -18941"
values_0,169,19,"{32492, 3182, -31631, 377, 10511, -28841, -24631, -23593, 23506, 1853, 21690, 11922, 4765, 4575, 20303, -14493, 32755, 7376, -7046"
values_99,42,7,"{-32562, 25480, -14621, 6305, 32624, -24589, -25248"
values_96,42,6,"{31827, 27609, -20047, -30221, 3356, -25085"
values_67,214,13,"{-3901, 9425, -18129, 19183, 8055, -31500, 1009, 27821, 1619, -28546, 12352, 29930, -8703"
values_61,214,3,"{6775, -18747, -17670"
values_43,127,7,"{-10849, 20461, -28372, -24549, -6269, 24413, 237"
values_2,169,13,"{-25571, -15447, 9777, -15705, -24297, 29495, -13341, -18179, 3239, 22500, -12605, -849, -19035"
values_54,12,22,"{8006, 3011, 29842, -11335, -18515, 24620, 4976, 23091, -28983, 16133, -638, -18815, 21186, -20818, 3452, 14761, -2087, 11139, -26328, 415, -4695, -31356"
values_30,109,19,"{-27798, 6209, 6727, 29334, 11406, -19705, -9565, 1666, -13520, 11322, -19187, -19993, -25051, -3339, 17403, -16214, -19609, -9532, 17947"
values_59,12,7,"{31453, 1411, 21476, -197, 17806, -23246, 18720"
values_85,231,23,"{3785, -2455, 9473, 27677, -30487, -648, 21746, -19547, -626, -2351, -31287, 23296, 3034, 6991, -15644, 31306, 29586, -30613, -10911, -539, -27892, -31471, -15880"
values_74,62,22,"{-28677, 24672, -23631, -26014, 29887, 32748, 27946, 17858, 3498, 18098, 1949, -30917, -15847, 7292, -25665, 17878, -15283, 1514, 31084, -1615, 10171, 3199"
values_90,42,19,"{-25926, 4537, -21522, 15247, -25301, 21827, -18447, 4834, 12257, -5081, -15891, 29466, 18506, 16819, -11161, 27063, 8751, -31145, -7143"
values_18,245,13,"{-30391, 6973, -31552, -19325, 6567, -22177, -24011, -15048, -26790, -9626, 4812, 5, -7592"
values_52,12,13,"{-12748, 14402, 31017, -8884, 24155, -19405, -9797, -19240, 2379, 28348, -7387, 15629, 24625"
values_44,127,22,"{24669, -23514, 26120, -5091, 4084, 21947, 23615, 5055, 32711, -20811, 23810, 18942, -2776, -1197, 17902, 978, -9279, -30478, -28665, 21373, -32017, -17010"
values_17,245,13,"{8727, -11279, -28177, 23043, -30606, -5320, 7580, -26132, -17190, -29851, -17442, 29703, 22463"
values_36,109,6,"{9056, 28348, 18749, 6228, 22480, -2869"
values_49,127,7,"{12936, 23232, 27467, -25784, -32290, -22490, 15016"
values_86,231,6,"{9019, 17582, -19397, 12090, 27028, 21529"
values_37,109,13,"{28972, 5384, -23569, 13629, 14701, 19786, 2530, -2751, -30736, -13991, 433, 3801, 2398"
values_56,12,6,"{8190, 21351, 9090, -27924, -11362, 22175"
values_63,214,7,"{-5379, 17491, 28142, -28914, -12886, -12856, 11025"
values_35,109,23,"{-1580, 17566, 29124, 8868, 14503, -14017, -22477, 23588, -32547, -14582, -24143, 27602, -8732, 18802, -27828, 27690, 23181, 28092, -9002, 16480, -25715, -837, 23562"
values_97,42,13,"{29591, 8273, 10404, 26455, -24835, 31539, -13528, 9909, 6237, -19800, -9875, 4343, 14639"
values_75,62,23,"{7986, -15434, 27318, 30891, 30341, 25352, 22909, -24168, 21894, -14165, -22820, 25226, 144, -31990, 3492, -14343, -17162, -16357, 31495, 18261, -21478, -4284, -22897"
values_57,12,13,"{-32322, -1100, -5662, 3411, 4728, -12734, -9644, -23450, -21584, 3033, 1368, 17709, -4652"
values_88,231,13,"{28904, 30943, -22519, -2399, 8751, 11473, 14805, 4354, 15153, -27256, 25535, 11809, -7535"
values_10,245,19,"{-24972, -2760, -17890, 17314, 17104, -18470, -13948, -8479, -21399, -4858, 28145, -17751, 27471, -10271, 10728, 5631, 29946, -20251, -4958"
values_53,12,7,"{-23508, -6019, -3249, 22541, -20409, 11685, 12443"
values_8,169,13,"{22630, 7921, 5837, -2445, 12397, 4654, -5050, 12954, 14208, -16760, -14458, 32131, -4067"
values_39,109,7,"{22157, 1032, -11944, 4837, -2669, -9098, 23251"
values_47,127,13,"{-26905, -22, 21899, -31715, -17972, 10145, 20930, 28150, 10383, -31168, 1732, 18155, -452"
values_60,214,19,"{13313, -22192, -23683, 27072, 16252, 23986, 23119, -2222, -25773, -32716, -31776, -6567, -12446, -20180, 27608, 23405, -19843, 24869, -29685"
values_89,231,7,"{23552, 303, -24341, 31939, 20973, -1976, 3420"
values_51,12,3,"{10513, -450, 25597"
values_14,245,22,"{-10205, -9682, -2336, -1616, 22523, -31421, -15623, 9428, 28524, 29157, -1147, -20417, -4230, -6942, 1323, 8003, 28988, 7548, -2466, 18494, 18870, -17615"
values_28,247,13,"{23426, -19521, 24976, -13922, 21268, 26825, 11125, 4369, -6140, -14682, -28472, -32753, 30615"
values_16,245,6,"{32743, -28424, 15476, 29963, -16794, 29798"
values_34,109,22,"{-29157, 28157, 30611, 15557, -23543, -29499, -15907, -5802, 28851, -30799, 22453, -18128, 29624, -6808, 21617, 29996, -22100, 32538, 25626, -21343, -23309, 11151"
values_82,231,13,"{7530, -13633, 23077, 28196, 18315, 16189, -32299, -14503, 16825, 5912, 4064, 15107, -31417"
values_46,127,6,"{-14788, -7272, 14455, -18348, -18988, 27832"
values_27,247,13,"{-922, -15329, 8111, -14268, -16983, 32663, 19984, -14380, 16394, 2379, -1750, -15157, 32393"
values_20,247,19,"{4236, 22017, -18520, 8953, -16734, 1617, 176, -16330, -25192, 21850, -8240, 1275, -5223, -5351, 14146, -5896, 7336, -27201, -48"
values_9,169,7,"{26648, -3452, -30086, -6151, 17619, -20413, -19114"
values_92,42,13,"{-24065, -20501, -10690, -8920, -3693, -15275, 11196, -29186, -19794, -28184, 8631, -22918, -11079"
values_3,169,7,"{-2956, 28738, -31433, -4974, 29393, -28322, 13939"
values_98,42,13,"{479, -29934, 21743, 17792, 11195, 29984, 4032, -2043, -18364, -7433, -1636, -23016, -21341"
values_29,247,7,"{11397, -22393, 24861, 7472, -12231, 15158, -18590"
values_80,231,19,"{24616, 20196, -11982, 8979, 6917, 15768, 26856, 20256, -8218, -3684, 30116, -9593, -14280, -12246, 7439, 13659, 19948, 6417, -30027"
values_73,62,7,"{18066, -5438, -847, 1614, -32560, 26488, -23508"
