inputName,n
values_11,4
values_19,3
values_12,32
values_38,22
values_81,9
values_5,18
values_40,27
values_70,10
values_23,17
values_72,12
values_79,27
values_78,28
values_87,6
values_6,3
values_68,15
values_69,19
values_1,11
values_45,15
values_33,13
values_15,18
values_93,30
values_24,6
values_25,30
values_26,9
values_48,15
values_71,15
values_76,23
values_7,3
values_50,4
values_22,24
values_4,19
values_32,17
values_77,5
values_91,22
values_42,30
values_13,29
values_41,22
values_55,12
values_31,14
values_66,20
values_65,27
values_62,19
values_21,5
values_95,14
values_84,32
values_58,3
values_64,30
values_83,18
values_94,16
values_0,24
values_99,6
values_96,10
values_67,8
values_61,16
values_43,13
values_2,18
values_54,19
values_30,20
values_59,12
values_85,3
values_74,2
values_90,13
values_18,20
values_52,14
values_44,21
values_17,26
values_36,28
values_49,2
values_86,21
values_37,15
values_56,7
values_63,31
values_35,23
values_97,8
values_75,19
values_57,16
values_88,24
values_10,3
values_53,11
values_8,23
values_39,26
values_47,8
values_60,19
values_89,8
values_51,27
values_14,25
values_28,15
values_16,27
values_34,12
values_82,5
values_46,22
values_27,28
values_20,21
values_9,25
values_92,28
values_3,11
values_98,9
values_29,8
values_80,18
values_73,23
