inputName,n
11,9
19,9
12,9
38,23
81,3
5,4
40,32
70,3
23,6
72,3
79,3
78,3
87,3
6,4
68,21
69,21
1,4
45,32
33,23
15,9
93,21
24,6
25,6
26,6
48,32
71,3
76,3
7,4
50,4
22,6
4,4
32,23
77,3
91,21
42,32
13,9
41,32
55,4
31,23
66,21
65,21
62,21
21,6
95,21
84,3
58,4
64,21
83,3
94,21
0,4
99,21
96,21
67,21
61,21
43,32
2,4
54,4
30,23
59,4
85,3
74,3
90,21
18,9
52,4
44,32
17,9
36,23
49,32
86,3
37,23
56,4
63,21
35,23
97,21
75,3
57,4
88,3
10,9
53,4
8,4
39,23
47,32
60,21
89,3
51,4
14,9
28,6
16,9
34,23
82,3
46,32
27,6
20,6
9,4
92,21
3,4
98,21
29,6
80,3
73,3
