inputName,nn,size,isign,data[size]
values_11,1,10,0,"{19694, 26213, 11711, 13166, -26563, 22635, -27539, -17910, -26011, -31492"
values_19,1,20,0,"{30859, -29633, -11342, 51, 5000, -2155, 7270, 15578, 29036, -927, -19224, -28462, -2681, 21045, -17057, 6504, 19790, 2467, -22452, 14979"
values_12,1,13,0,"{27443, -28708, 27674, 8697, 19764, 11558, -13283, 13336, 11009, 1707, 15812, 6636, 8527"
values_38,5,30,0,"{18763, 12598, 30520, 1598, 3554, -22133, -24622, 13273, 9254, -29283, -5878, -22633, 26752, -25033, -199, 5521, 29766, 6319, 10131, -7358, -3904, 4596, 11355, -22802, 5701, 1596, 17337, -3855, -3662, 9083"
values_81,5,10,0,"{32178, -11055, 19414, -29727, 15267, -10743, 7708, 22896, 10987, 21014"
values_5,8,9,0,"{-13468, -10916, -13140, -9220, 12759, 17412, -20897, -18963, -12166"
values_40,5,6,0,"{19608, 22951, 208, 31657, -9838, -14455"
values_70,8,6,0,"{16682, 14135, 12009, 15832, 26516, 14492"
values_23,3,21,0,"{-32178, -11023, -31175, -26257, 4931, 24495, 2226, -24057, -23056, -18986, 15410, -21661, -21811, 25763, 31939, 4979, -4216, 16676, -19009, 5535, -31623"
values_72,8,13,0,"{8560, -2668, 1847, -18453, 13753, 1999, -20910, 23065, 10449, -32172, -19767, 21057, -4335"
values_79,8,20,0,"{-20738, 12503, -17912, -6332, -15401, 17498, 165, -16110, 5585, -30817, -29545, 30168, -25493, 25516, -19772, 6561, -32492, 18548, -19034, 31330"
values_78,8,30,0,"{-27866, -14217, -32255, 13381, -8439, 16876, 24710, 25543, -20021, 19741, -9109, 14705, -25396, 13952, 21252, 32010, 7970, 29344, -1622, -19720, 9904, 14872, 11285, -7085, 24640, 12963, -24112, -14687, 29487, 25986"
values_87,5,11,0,"{14109, -19422, 5887, -24170, -32013, 29104, 30139, -23088, 8426, -14788, 19204"
values_6,8,17,0,"{37, -20575, 7146, 31202, -14734, -24463, 14243, 31665, -18185, 7065, 27688, -9645, -26478, -3791, -26238, -18575, -20847"
values_68,5,30,0,"{-30160, -29894, 29652, 1685, -1349, 12157, 5420, 4373, 15893, 30676, 3766, -22327, -29469, -5157, -3793, 15377, 21305, 13105, -21015, -11645, -4595, 31271, -14458, -25536, 6052, -22811, 6752, -18602, 15506, 16033"
values_69,5,20,0,"{-13759, 24270, -31109, -10595, 5784, 5941, 12158, 25456, -11919, -997, -4489, -27739, -28154, -22632, -32533, -20764, 7516, -30564, 711, 12183"
values_1,8,10,0,"{-8993, 20395, 3383, 3825, 6509, 19825, 871, -28926, -18918, 26868"
values_45,5,9,0,"{6207, 19896, -7942, 31674, -25577, 4092, 13214, 19376, -30733"
values_33,5,21,0,"{12175, 5380, 21312, -21248, 4951, 30173, -12190, -27688, -18917, 1570, -25104, -26000, 2244, -11616, -26839, -8392, 367, 7312, 19165, 26732, -22690"
values_15,1,9,0,"{28951, -16055, 4964, 1584, -18748, -18259, 29835, 19305, 4362"
values_93,6,21,0,"{30600, -26242, 9545, -4723, -20335, 18235, 10291, -23182, -2709, -24011, 6325, -3134, -21451, -30784, 54, 11693, 10541, -16155, 14428, 20961, -26211"
