inputName,n
11,7
19,7
12,7
38,20
81,24
5,14
40,10
70,27
23,8
72,27
79,27
78,27
87,24
6,14
68,12
69,12
1,14
45,10
33,20
15,7
93,9
24,8
25,8
26,8
48,10
71,27
76,27
7,14
50,20
22,8
4,14
32,20
77,27
91,9
42,10
13,7
41,10
55,20
31,20
66,12
65,12
62,12
21,8
95,9
84,24
58,20
64,12
83,24
94,9
0,14
99,9
96,9
67,12
61,12
43,10
2,14
54,20
30,20
59,20
85,24
74,27
90,9
18,7
52,20
44,10
17,7
36,20
49,10
86,24
37,20
56,20
63,12
35,20
97,9
75,27
57,20
88,24
10,7
53,20
8,14
39,20
47,10
60,12
89,24
51,20
14,7
28,8
16,7
34,20
82,24
46,10
27,8
20,8
9,14
92,9
3,14
98,9
29,8
80,24
73,27
