inputName,val
values_11,100
values_19,26
values_12,60
values_38,88
values_81,56
values_5,104
values_40,28
values_70,106
values_23,38
values_72,3
values_79,101
values_78,13
values_87,22
values_6,29
values_68,110
values_69,23
values_1,27
values_45,91
values_33,5
values_15,6
values_93,82
values_24,111
values_25,26
values_26,10
values_48,114
values_71,59
values_76,75
values_7,22
values_50,4
values_22,53
values_4,76
values_32,8
values_77,57
values_91,74
values_42,54
values_13,112
values_41,125
values_55,89
values_31,17
values_66,59
values_65,91
values_62,92
values_21,44
values_95,39
values_84,96
values_58,42
values_64,30
values_83,3
values_94,29
values_0,102
values_99,28
values_96,107
values_67,57
values_61,59
values_43,5
values_2,72
values_54,70
values_30,116
values_59,24
values_85,52
values_74,55
values_90,35
values_18,103
values_52,82
values_44,42
values_17,99
values_36,104
values_49,124
values_86,27
values_37,26
values_56,95
values_63,83
values_35,94
values_97,92
values_75,36
values_57,45
values_88,116
values_10,38
values_53,80
values_8,46
values_39,119
values_47,104
values_60,76
values_89,117
values_51,20
values_14,89
values_28,26
values_16,81
values_34,85
values_82,70
values_46,68
values_27,100
values_20,122
values_9,28
values_92,74
values_3,74
values_98,118
values_29,99
values_80,18
values_73,79
