inputName,size
11,29
19,27
12,14
38,13
81,12
5,6
40,10
70,12
23,8
72,20
79,12
78,23
87,28
6,20
68,22
69,7
1,8
45,23
33,29
15,25
93,12
24,27
25,27
26,26
48,29
71,30
76,15
7,10
50,31
22,18
4,12
32,23
77,18
91,21
42,6
13,9
41,19
55,22
31,8
66,8
65,15
62,24
21,22
95,9
84,24
58,19
64,12
83,27
94,16
0,15
99,15
96,19
67,9
61,2
43,11
2,8
54,12
30,27
59,30
85,11
74,7
90,13
18,23
52,27
44,10
17,11
36,2
49,23
86,8
37,18
56,5
63,2
35,21
97,12
75,23
57,5
88,32
10,31
53,14
8,9
39,23
47,2
60,25
89,3
51,19
14,23
28,11
16,27
34,2
82,15
46,17
27,23
20,2
9,6
92,18
3,20
98,27
29,8
80,30
73,24
