inputName,size
11,10
19,31
12,9
38,25
81,27
5,20
40,3
70,18
23,9
72,27
79,14
78,10
87,10
6,8
68,15
69,18
1,14
45,5
33,12
15,23
93,29
24,21
25,4
26,9
48,15
71,25
76,2
7,23
50,11
22,18
4,5
32,6
77,31
91,25
42,2
13,2
41,12
55,3
31,23
66,7
65,5
62,15
21,12
95,2
84,21
58,5
64,11
83,10
94,26
0,11
99,26
96,27
67,12
61,28
43,17
2,10
54,26
30,26
59,12
85,30
74,23
90,3
18,22
52,14
44,16
17,2
36,29
49,27
86,23
37,7
56,30
63,17
35,32
97,9
75,20
57,27
88,22
10,3
53,3
8,10
39,11
47,10
60,18
89,19
51,15
14,2
28,16
16,13
34,17
82,29
46,20
27,27
20,16
9,32
92,4
3,14
98,28
29,14
80,26
73,10
