inputName,size
11,19
19,2
12,4
38,26
81,27
5,7
40,18
70,26
23,10
72,31
79,20
78,25
87,29
6,17
68,28
69,24
1,11
45,4
33,26
15,10
93,4
24,23
25,2
26,17
48,18
71,15
76,26
7,10
50,15
22,18
4,13
32,17
77,22
91,14
42,13
13,27
41,16
55,25
31,29
66,15
65,10
62,17
21,17
95,11
84,10
58,26
64,32
83,19
94,5
0,17
99,4
96,20
67,10
61,9
43,4
2,17
54,2
30,22
59,31
85,10
74,26
90,11
18,18
52,11
44,30
17,15
36,13
49,2
86,15
37,4
56,2
63,19
35,19
97,8
75,30
57,6
88,29
10,21
53,7
8,7
39,11
47,14
60,3
89,6
51,30
14,7
28,15
16,30
34,9
82,19
46,22
27,29
20,12
9,17
92,19
3,18
98,13
29,31
80,14
73,30
