inputName,size
11,25
19,3
12,21
38,30
81,18
5,32
40,5
70,7
23,17
72,11
79,18
78,21
87,29
6,14
68,25
69,14
1,14
45,7
33,31
15,12
93,31
24,2
25,17
26,28
48,19
71,4
76,26
7,8
50,18
22,11
4,8
32,25
77,8
91,20
42,10
13,29
41,24
55,10
31,28
66,20
65,2
62,12
21,16
95,26
84,30
58,26
64,5
83,19
94,14
0,25
99,26
96,31
67,14
61,28
43,16
2,26
54,11
30,30
59,29
85,19
74,16
90,22
18,11
52,7
44,17
17,31
36,14
49,4
86,30
37,9
56,14
63,16
35,29
97,14
75,29
57,24
88,5
10,18
53,16
8,19
39,13
47,24
60,14
89,9
51,28
14,11
28,20
16,30
34,24
82,26
46,25
27,31
20,11
9,20
92,4
3,28
98,32
29,2
80,7
73,8
