inputName,n
values_11,3
values_19,13
values_12,27
values_38,30
values_81,15
values_5,26
values_40,19
values_70,2
values_23,24
values_72,12
values_79,16
values_78,32
values_87,14
values_6,30
values_68,14
values_69,16
values_1,9
values_45,3
values_33,18
values_15,22
values_93,27
values_24,24
values_25,23
values_26,2
values_48,26
values_71,10
values_76,7
values_7,14
values_50,25
values_22,21
values_4,25
values_32,26
values_77,21
values_91,24
values_42,22
values_13,17
values_41,17
values_55,21
values_31,9
values_66,2
values_65,13
values_62,14
values_21,14
values_95,18
values_84,24
values_58,27
values_64,12
values_83,20
values_94,10
values_0,18
values_99,30
values_96,20
values_67,30
values_61,12
values_43,10
values_2,21
values_54,5
values_30,22
values_59,27
values_85,28
values_74,13
values_90,6
values_18,27
values_52,19
values_44,10
values_17,12
values_36,31
values_49,14
values_86,12
values_37,6
values_56,13
values_63,24
values_35,15
values_97,10
values_75,30
values_57,17
values_88,18
values_10,17
values_53,16
values_8,32
values_39,4
values_47,2
values_60,30
values_89,14
values_51,8
values_14,16
values_28,9
values_16,26
values_34,21
values_82,8
values_46,16
values_27,23
values_20,22
values_9,18
values_92,21
values_3,7
values_98,23
values_29,2
values_80,21
values_73,9
