inputName,n,key,arr[n]
values_11,27,14,"{2800, 10557, -6724, -13583, 29428, 30540, 4159, 18593, 13125, -31599, -23604, 1423, 10003, -28273, -24418, 26056, -12045, 13241, -13674, -8923, -31307, 16622, 1425, 23477, -18366, -9575, -16631"
values_19,27,9,"{-17827, 3547, -30517, -2362, 3603, -194, 19355, -3375, 3452, -5930, -110, 17055, 6685, 13593, 28302, 5794, 3415, -28297, -12454, -255, 1317, -23, -31990, -31311, 31666, 14754, 8182"
values_12,27,29,"{-13581, -26293, 18055, -30686, 27714, -1235, -2007, 25640, 2591, 24225, -21403, -8943, -12404, -3320, 23023, 29333, -16881, 17302, 24582, -10626, 26673, -21035, -5755, 3975, -19924, 10405, 12311"
values_38,27,29,"{2269, 25697, 28661, 17832, 8953, -9018, -11939, -21072, 15445, -29071, 10581, -11476, 31482, -12780, -23998, 3451, -7966, -27267, 9257, 21579, -7185, -4814, 7466, -21231, -15198, -31892, -24308"
values_81,14,14,"{-3946, 2222, -11396, 15434, -3088, -12545, 7195, 6093, -12978, 13163, 32572, -2327, 5543, -22552"
values_5,13,10,"{24633, 19317, 17055, 5487, 9873, -26595, 30302, -28543, 25444, -19582, 14047, -26050, 30896"
values_40,24,12,"{-9039, -2830, -10905, 29635, 5698, -24490, 31659, -15596, -26033, -31540, 6627, 20480, -2651, -28833, -4992, 7307, -30071, -27854, -5443, 18953, 20070, 28383, 14756, -1666"
values_70,10,12,"{8226, 23033, -1801, -20175, 17707, 28431, -23551, -11423, -28209, 8461"
values_23,20,21,"{19342, -23212, -29355, -6, 20393, -26565, 10413, 31576, 11038, 9297, 30800, -21743, 27163, -15357, 8045, -24134, -30189, -13379, 22354, 31164"
values_72,10,29,"{12943, -16959, 8479, 17296, 30203, -23677, -23085, 30961, -1322, -463"
values_79,10,9,"{31456, 29711, 7550, 15662, 16909, 10735, 28500, 16626, -13558, -4457"
values_78,10,29,"{2499, -28243, 1394, -8917, 9806, 3390, -5951, 2020, 3681, -9226"
values_87,14,5,"{-23841, 3085, -14046, 22457, -10584, 8934, 24966, 4320, -16935, -3765, 29153, 4956, 2587, -22468"
values_6,13,4,"{-4949, -25566, 13889, -1024, 18173, -18062, 14252, -306, 27686, -4438, -23408, -3207, -12662"
values_68,21,29,"{15172, -25132, -1142, -23443, -23134, -9441, 1143, -32447, -24596, 1912, -18721, -14330, 29006, 1305, -29887, -21033, 20079, -59, -31115, 14448, -29037"
values_69,21,9,"{20296, -14602, 975, 3586, -7312, -16526, -25378, 17356, 16280, 32746, 393, -30156, -30803, -12589, 28299, -31122, -23887, -18760, 8043, -23961, 6739"
values_1,13,14,"{1230, 17363, -4318, -9316, -5627, 3169, 2035, 10327, -16343, -23926, -23965, 26321, -2570"
values_45,24,10,"{-8769, -15580, -7833, 30207, 1797, 22142, -2625, 7164, -2868, -24564, 22969, -18764, 15596, -15860, 11338, -23049, 11892, -17076, -27706, 19096, 4259, 31994, 12797, 15906"
values_33,27,21,"{-6190, -31187, -20983, -9690, 6050, -17524, -15799, -4793, -28585, -7777, -16130, 17602, 5159, -26572, -13474, 17395, 6071, 30746, -9955, 20808, 12743, -22897, -11251, 23304, -704, 14718, -1118"
values_15,27,10,"{20465, 28506, 14118, -17515, 20754, -8771, -21629, 26137, 13532, 14907, 16711, 31804, 25287, 1385, -8756, 31501, 13724, 28377, -5989, -7928, -21895, 27790, 16817, 5048, -13746, 6250, -27811"
values_93,19,21,"{-18746, 5007, 30179, -11352, 21635, 16632, 20518, -31930, 12961, -26332, -32084, -24826, 6091, 8683, -14419, 12059, -7268, -9265, 19463"
values_24,20,24,"{-1438, -13194, 25673, -7746, -27657, -18649, 13771, -17469, 22806, -1713, 10029, 30659, -20066, 2551, -9000, -31785, 27964, -12196, 20248, -20022"
values_25,20,10,"{-4344, -25493, 31344, 18765, -31419, -7428, -21516, 3101, -26325, 14491, 24442, -17998, 21790, -13226, -6769, 15773, -10595, 6177, 27971, 10692"
values_26,20,4,"{2821, 31905, 18424, 30559, 16451, -30303, 11577, 13751, 427, 9253, -20570, -11743, -17405, -12124, 23399, -30850, 17550, 17673, 4955, 29688"
values_48,24,29,"{-27103, 24277, -924, -25638, -14352, 10181, 7007, -1459, 23295, 25706, 4682, -22238, 30025, -28416, -8936, 15362, -8731, -31297, -23143, 17813, -4957, -18783, -18052, -28590"
values_71,10,14,"{24713, 26104, 18475, 7468, 8249, 2106, 27871, 5355, -1780, -9784"
values_76,10,4,"{5141, 30929, 29915, -11868, 20554, 14422, 10059, -27978, 4523, -21681"
values_7,13,5,"{27079, -20161, 17400, -5680, -21052, 19620, 73, -16134, -7541, 535, 23723, -14857, -22623"
values_50,26,12,"{-5871, 27186, -3948, -1620, -26881, 19565, -115, -25538, -1612, 5152, 19807, 28949, -30622, 30440, 5744, -14306, -8132, -20037, 26450, -17864, 30521, -17633, -5665, -11597, 17561, 12087"
values_22,20,29,"{-11038, 27382, 31971, 1188, 24739, -31569, -18912, -17640, -29099, 3337, 16734, -32305, 1782, 18801, -14426, 18111, 12159, -21679, 5493, 23288"
values_4,13,24,"{25001, -9682, 19592, -70, -11289, 5755, 7016, 23574, -4412, 3182, -28311, 1634, -9206"
values_32,27,29,"{25098, -10743, -30512, -32009, -11844, -29763, -24072, -16803, 27351, -26180, 3246, -14631, -25313, 20511, -16839, -31322, -5269, -27742, -7913, -4997, 16492, -776, 16481, -26769, -31686, 9453, -24185"
values_77,10,5,"{237, -20733, 8883, 17886, -30275, -11283, 20272, 32095, -26341, 8941"
values_91,19,14,"{-14486, 7044, 30394, 13372, 12607, 2064, 30474, 28141, -11338, -28956, 3369, -5225, -8314, 15131, -11693, -28860, 27829, -11604, -3049"
values_42,24,29,"{32087, -14521, -6569, 7013, 5715, -29214, 12785, -9490, 11539, -32191, -1163, 2607, 32233, 22541, -29851, -340, -31276, -9000, -11528, -12340, 17687, 31467, -13739, -2355"
values_13,27,21,"{32201, -14421, 5341, 29570, -14371, -2564, 23099, 28697, -14813, 29933, 3457, -5835, 25380, 9214, -19402, -1921, 27433, 56, 10851, -9748, -19489, 30911, -10717, 30031, -21266, -19468, 24385"
values_41,24,14,"{26274, 31431, 23682, -30032, 25581, -23669, 9519, -18895, -31977, 2534, 10451, 6777, 576, 15674, -21121, -7948, -22757, 9345, -2363, -14765, -22724, -9618, -26071, -7249"
values_55,26,10,"{14566, -4956, -21660, 23345, -28176, -27546, -8811, 18711, 6558, -21653, 27808, -2929, -14878, 5076, 1852, -1324, 5341, 6125, -15062, -9675, 11960, 1685, -25652, 10371, 27654, -2859"
values_31,27,14,"{-15943, 22990, -25597, -18751, -25111, 12361, 1972, 16416, 1807, 2358, -27837, -27403, -11012, -23826, -32425, 21898, -28318, -4191, -1417, -25892, 7403, -26993, 17998, 28558, -3786, 9516, 9958"
values_66,21,4,"{-11545, 27554, 19879, -14191, -12629, 9571, -14776, 4254, 27520, 29046, 19380, 1159, 10923, 2015, -19944, 21700, -23165, 4816, -11027, 30479, 15883"
values_65,21,10,"{15150, 15749, 32151, 31985, -4018, 10544, -17675, 9745, 25569, 32302, -6210, -26920, 28573, -22993, 32426, 21337, -24301, 31409, -30599, 16638, 16491"
values_62,21,29,"{-31335, -18088, -11838, 3597, 11215, 22685, 29339, 10312, 16162, 24856, 30641, 12389, 3045, 32729, 2687, 32383, 29306, -1440, -7029, -4822, -28372"
values_21,20,14,"{31500, 31361, 23530, 29225, -10586, 315, -1289, -15706, 8351, 1859, -30743, -30719, -23346, 28854, 5315, -20844, 29900, 24420, 8550, -1998"
values_95,19,10,"{16067, -7888, 9860, -32540, -12920, -993, 26906, -20539, -23599, 382, -24814, -16486, 9063, 12501, -32726, -16793, -26015, -19760, -6358"
values_84,14,24,"{19722, 25913, -15684, -12583, -32476, -28108, -28754, -19363, -16636, -15167, 23143, -16851, 15550, -18727"
values_58,26,29,"{2746, 20965, 25035, 8981, -18580, 22823, 29099, -17244, 19403, 20419, -4650, -12910, -3260, -31568, -8617, -21587, -31227, -4729, 28213, 20419, -9265, -21913, 28604, 8813, -32666, -6531"
values_64,21,24,"{-7850, 21544, -30991, 6498, -30424, -29660, 6917, 10664, 11854, -9087, 8066, 7516, 14215, -10563, -11490, 17642, -24198, 3493, 15978, -5522, -2381"
values_83,14,21,"{18370, 1454, 1879, 13463, -18704, 3949, -25069, -27558, 31226, 44, -10623, -5175, 4036, 18632"
values_94,19,24,"{-23298, -13987, -3690, 24472, 26439, 6244, -53, 19240, 28280, -26950, -31802, 30175, 32478, -31729, 29580, -31365, -25462, -18470, 1841"
values_0,13,12,"{-29794, -7413, -22567, 4906, 26258, -2868, 24458, -22387, 23637, -22363, 13827, 7976, -16944"
values_99,19,9,"{17314, 11591, -16500, 11083, 15842, 31546, 25023, 1911, 24458, 19202, -8232, 358, 22666, 26972, -10267, 14547, -26751, -8079, -8691"
values_96,19,4,"{-17193, 28220, -3726, -27871, -21975, 32625, 5408, -6974, 14901, 18885, -4094, -13844, -23173, -14289, -12909, -8111, 24185, 706, -30938"
values_67,21,5,"{25465, -25228, 15468, -29398, -9729, -4501, 15742, 21608, -7983, -9276, -262, 7978, -11740, -4031, 357, -7933, 30170, 9629, 17494, 6107, 19074"
values_61,21,14,"{27630, -12444, 4172, 31197, 24889, 5620, -13959, -24356, 15934, -16496, -32558, 6964, 1721, -21566, -3897, 513, -22522, -17478, 6177, -5015, -15787"
values_43,24,21,"{28287, 20237, 16461, -30021, -5056, 29491, -23680, -26730, -13863, -4698, 27375, -9546, -25877, 19132, 30793, 24085, 15651, -5104, -25033, 9353, 28956, -19619, -4425, 12629"
values_2,13,29,"{29891, 14208, -30015, -18422, -4824, -11529, 21930, -8137, -2669, -25484, -10637, -32692, 1683"
values_54,26,24,"{-24241, -1171, 13741, -9802, 10202, 19810, 11241, 32738, 19358, -6104, 7065, 1279, -29479, 14922, 32641, 26088, -6169, 1934, -20069, 8028, 10001, -23833, 29251, 18452, 436, -4808"
values_30,27,12,"{-31311, 30873, 9552, -16118, -24034, -2956, 13725, 28721, -12871, -4750, 16464, -12942, -6118, 28665, 25384, 3196, 7496, 806, -22621, -10883, 11156, 8378, -29944, -16895, -9477, 27382, -12059"
values_59,26,9,"{-27274, 24526, -23487, 4450, -16963, -17516, -20275, 26728, 16365, -29239, -32674, -23263, 15084, -32429, -20165, -1734, 7522, -782, -15887, -4736, -12821, 8897, 9734, 18525, -24836, -4611"
values_85,14,10,"{12397, -19443, 27067, 14317, -23691, 2253, -28348, -13051, -11712, 19331, -13046, 30296, 5051, -3751"
values_74,10,24,"{9703, 16120, -16040, -21166, -4936, -15433, 3595, -6682, -22964, 26206"
values_90,19,12,"{22785, 31242, 8143, 17651, 15333, 24859, -2771, 16201, -25480, -19951, 14407, 23884, 20420, 26827, 27249, -24121, -7012, -5531, 26856"
values_18,27,29,"{-11298, -22938, -21160, 12244, -25711, -2449, -27697, 27957, -25550, -30816, 24490, -5960, 19279, 3087, 3679, 8374, -32201, -8088, 11199, 15818, -18954, 29647, -2873, -2685, 1245, -7269, -3381"
values_52,26,29,"{-4386, -7520, 1905, 32750, -23511, 12516, -12972, -25573, 12948, -28107, 24056, -9215, -8475, 27103, 8340, 20284, 10106, 12286, 20346, 2809, 2085, 15978, -10381, 2228, -29632, 7949"
values_44,24,24,"{8272, 23662, 24930, 6744, 30104, -22773, -30659, 9051, -1427, 12828, 9896, 4010, -1250, -7422, 14493, 11057, -2964, -2200, -206, -7391, 16711, -6538, -15484, -3836"
values_17,27,5,"{22506, 9530, -5211, -11229, 12450, 29650, -15782, 18039, 5930, 1232, -23515, -11484, -1536, -25631, 19482, 12159, 14409, 27608, -24770, -24003, 29863, -1901, -28719, -7757, 24226, 4336, 18126"
values_36,27,4,"{30914, 6311, 19182, -2686, -6091, 22918, -17098, 22288, -25770, -8040, 10912, -23978, -4517, 22195, 18339, -22613, -30513, -24011, -18836, 15447, -17721, 2630, -9340, 8712, 32565, -13785, -7648"
values_49,24,9,"{-24709, 7917, 140, -17937, -12701, 12146, -19150, 21883, 18148, -25472, 14763, 32477, 21161, -21725, -16836, -21900, -28849, -1383, 13159, 18614, -4092, 4376, 31395, 13315"
values_86,14,4,"{-6681, -14421, 13672, -11491, 23307, -14032, 5643, 10995, 13441, 14981, 12158, -14460, 21173, 4535"
values_37,27,5,"{15270, -13898, -244, 21705, 1597, -9402, -6284, 28387, 20890, 1635, 26507, 2311, 26919, 29425, -8999, 3150, 782, -2163, 7743, 12513, 22031, -5979, -8141, 22376, 31147, 13874, 13536"
