inputName,n
11,21
19,30
12,8
38,23
81,16
5,11
40,2
70,13
23,2
72,18
79,26
78,29
87,2
6,13
68,12
69,19
1,14
45,28
33,7
15,32
93,6
24,20
25,26
26,4
48,6
71,7
76,15
7,11
50,4
22,2
4,14
32,19
77,9
91,5
42,4
13,27
41,2
55,30
31,28
66,4
65,13
62,8
21,23
95,21
84,26
58,19
64,29
83,11
94,27
0,14
99,22
96,31
67,4
61,13
43,7
2,9
54,18
30,18
59,28
85,22
74,2
90,27
18,25
52,21
44,16
17,9
36,9
49,23
86,15
37,27
56,30
63,11
35,17
97,10
75,8
57,15
88,16
10,20
53,5
8,4
39,9
47,32
60,32
89,11
51,15
14,31
28,31
16,9
34,21
82,3
46,10
27,30
20,8
9,31
92,6
3,32
98,4
29,30
80,7
73,25
