inputName,size
11,25
19,32
12,16
38,11
81,27
5,25
40,25
70,27
23,15
72,3
79,2
78,29
87,7
6,20
68,24
69,15
1,21
45,9
33,2
15,23
93,30
24,24
25,4
26,29
48,32
71,2
76,22
7,13
50,2
22,14
4,16
32,10
77,27
91,3
42,28
13,8
41,27
55,15
31,32
66,28
65,16
62,30
21,6
95,30
84,29
58,11
64,22
83,22
94,22
0,3
99,7
96,23
67,9
61,23
43,12
2,20
54,8
30,21
59,27
85,27
74,24
90,28
18,27
52,3
44,25
17,19
36,3
49,10
86,21
37,4
56,25
63,19
35,11
97,15
75,19
57,28
88,24
10,14
53,25
8,18
39,18
47,18
60,32
89,11
51,26
14,7
28,32
16,17
34,3
82,13
46,18
27,20
20,26
9,32
92,13
3,18
98,18
29,30
80,18
73,10
