inputName,val
11,1323
19,29341
12,11984
38,5012
81,16515
5,30970
40,19980
70,7219
23,3848
72,18811
79,5841
78,31909
87,13084
6,31604
68,16236
69,4120
1,32063
45,10920
33,26511
15,2568
93,2239
24,14334
25,17132
26,15452
48,5816
71,16235
76,25117
7,2871
50,26333
22,17736
4,6036
32,15564
77,13103
91,30513
42,1601
13,3319
41,14351
55,18776
31,4795
66,8377
65,22415
62,3608
21,30863
95,14892
84,941
58,6175
64,10313
83,5179
94,8680
0,21242
99,6444
96,17681
67,21234
61,29898
43,31198
2,17447
54,13590
30,20351
59,3115
85,1954
74,31844
90,3076
18,24373
52,7980
44,3638
17,9357
36,30002
49,18387
86,32054
37,15156
56,21932
63,4597
35,19923
97,23953
75,11929
57,11627
88,22654
10,22830
53,7781
8,7713
39,22519
47,26838
60,14461
89,18185
51,8012
14,18852
28,16850
16,18504
34,16863
82,11122
46,16262
27,17738
20,10659
9,10379
92,15674
3,22974
98,22021
29,22869
80,2046
73,25063
