inputName,size,a[size]
values_11,19,"{-3394286492776077767, -3320936325651830311, 279884939555675256, -7591098769068284719, 123272275569086973, 4515019073454774413, -8373592210795189258, -4295270491548751979, 2231484014036981408, -6676794676248403859, 7025770780281644039, -5491593317350541363, 3605764303807399302, -3320215570686477355, -5302260676705504313, 2428968676241213367, 7271107826587782394, -1814647921211573384, 5522256337274178046"
values_19,22,"{8292941863684603234, -2817142429389293682, 94804656036208305, 2594347096585659307, -484755730290324501, -6016086079141619788, 5046945920394861487, -8982410111103242281, -5676251652817395820, -3325183219733853626, 1555717813508683148, 6550583077119110397, 3162568426009204184, 1525527758309219778, 4732806028960995754, -8628022416400864040, 38503783102681282, -2661670416068592189, 456311141056324914, -8369179383284556989, -3924627078506454959, -7723721784086989090"
values_12,8,"{1579334512089017988, 8796740140869691595, -8315491789907148057, -5884021550677965567, 3835635010394679402, -2464667954293154420, -8685006071319160370, -2617844064068652996"
values_38,24,"{-1113929578789661808, 3033988304123028610, -2904350335113305662, -8962526602387173946, 4565197880542017991, 7319083438072662224, -2187735002115485954, -251446038258095363, -2899743214005595541, 4873969152459913474, -4629639397812192871, -4896817995874364762, 4959639511016740464, 1412049521517950434, 5087979666967358033, 5921645538386432115, -3518937656619961526, -2790678286718950725, 8161753913881317482, 619618602617980219, -8577018783308255876, -1160090591407284494, 1773843497651395762, -403380985169281963"
values_81,8,"{-9136815685960618724, -4447194637549456343, 974203940617555381, -2224798213514481795, 5013092568080036575, -8193219106613172804, 6673124651266069714, -9217706500017498302"
values_5,17,"{-7011934491421346993, -967366404763120455, 629155651137194660, 2082673563979945412, -7331365554762931332, 6877399605014209458, -8724675040472934544, -7402866643878608075, -2096708672953833093, -5556846532948542644, 4607578803774759270, 1614358830525256567, 6904395893014941540, -6371024336054396876, -7460918899171974077, 1178224957307773182, -2692168930177029473"
values_40,9,"{6751668690893053720, 8102542999868909766, -5638099611691245891, 4383761417486234937, 3872728550275916802, 312681579735169984, -2753467449173019064, -5631615335865980787, -8815103399831936483"
values_70,18,"{-994600572651349120, 467708816012781926, -3027409567367418854, -2042315499865729112, -6613755239358877410, 6176379049720143620, -7221227167201986579, -5049561919149722717, -7861664801154331037, -2715579883868740241, -8661939054698842146, -1356184240132949108, -3210875179612796687, 6732181143758906973, -3414228481228178276, -4396764301818581801, 8812406785692156743, 8582396500929306851"
values_23,20,"{3471632773091551419, 6365371982490602090, -1840695189999297210, -4127855792812073926, -563780281921521241, -1421482478618605156, 4009048860780660605, 8898465180647062188, -9098752013553562247, -8379601436286103210, -6229537107092702081, -3404191388402110128, 2947574860803233781, 8445792809446599118, -3800907593377467182, -8904108858156796404, -4762355930938342711, 6158106895538707387, 2665393152057434259, 5095969672482571539"
values_72,27,"{3194812442394698863, 6139747254931077426, 7401822072320838883, 1580487705726918418, 7354626639739054277, 7034075324475991811, -1204194440780281656, 45055541109861442, 164003750840030323, -4581823728993133084, -1970110832952429220, 5884786657150681441, -8451215359523378978, 8732814461449831245, 4176840469374437957, -8180237838555620190, 6253856600457365825, -1274651832042526587, -7531077436390073190, -2815096874502311636, -5877468543511515828, 9001924134236122605, 4490010661613830173, 9140790552729608910, -4121529703545060030, 8419281633758067013, -6640068271591355622"
values_79,25,"{6074768047387163737, -3859282624894132335, -8391380716673544172, -8225738889065106548, -9209410420776395328, 8331160820172533234, -1384223705519831768, -8106314457275922038, 3333018828783637497, -998846737924453595, -4990851591875855500, 6199514661622813225, 4593895378679108824, 3070144709782277555, -7045974013542481240, 6421605199952238330, -4489112337729260138, 5117203537790480505, 4549294984373830559, -2600149340920755016, -13226884898893306, 5431832680880223133, 97199882186492288, -549384423261384243, 4474308395802950528"
values_78,29,"{-8439854793133464597, 6433631169915247829, -2756560592056832197, 8985251054220710325, -2335561299570747224, -3280744141431516060, 875685763384463806, -6117364493601392541, 1161615209089502767, 4175881248601837924, 4063658198040192696, 3417905983652507328, 4088699080457164517, -1934447603234361133, 8872996074360638394, 5959574385987646540, 780961048564135391, 6131802296720106821, -1333924242293378181, -4483135251706117615, -8928975631250183998, 6188077295320922991, -8770983907411411571, -6966784487956360576, 2614373160657917989, -8130006575318752144, -6132720712763183039, -1571580580446424533, 8895256584353505888"
