inputName,n
11,31
19,26
12,19
38,10
81,17
5,2
40,27
70,26
23,30
72,12
79,19
78,13
87,13
6,14
68,11
69,31
1,20
45,19
33,32
15,26
93,27
24,10
25,26
26,16
48,29
71,25
76,7
7,18
50,3
22,26
4,28
32,4
77,11
91,21
42,6
13,22
41,17
55,3
31,18
66,22
65,29
62,27
21,28
95,18
84,25
58,2
64,20
83,14
94,32
0,17
99,22
96,21
67,32
61,14
43,5
2,16
54,19
30,12
59,26
85,16
74,11
90,10
18,2
52,16
44,5
17,18
36,32
49,6
86,23
37,25
56,16
63,13
35,21
97,21
75,2
57,15
88,26
10,8
53,26
8,4
39,32
47,12
60,10
89,15
51,5
14,16
28,32
16,8
34,26
82,13
46,28
27,23
20,21
9,28
92,26
3,11
98,2
29,13
80,10
73,7
