inputName,size
11,13
19,3
12,19
38,14
81,28
5,11
40,12
70,27
23,27
72,9
79,25
78,29
87,16
6,30
68,27
69,32
1,14
45,4
33,25
15,19
93,6
24,18
25,14
26,25
48,7
71,28
76,25
7,13
50,15
22,24
4,23
32,12
77,30
91,28
42,31
13,24
41,22
55,20
31,24
66,31
65,17
62,21
21,11
95,13
84,9
58,25
64,29
83,8
94,5
0,20
99,25
96,14
67,21
61,23
43,31
2,6
54,31
30,32
59,7
85,29
74,19
90,9
18,24
52,5
44,11
17,6
36,6
49,24
86,21
37,11
56,21
63,6
35,13
97,24
75,7
57,20
88,30
10,27
53,19
8,4
39,8
47,31
60,6
89,23
51,27
14,13
28,2
16,22
34,27
82,18
46,26
27,16
20,13
9,23
92,10
3,14
98,26
29,20
80,20
73,14
