inputName,n
values_11,26
values_19,31
values_12,12
values_38,24
values_81,11
values_5,4
values_40,23
values_70,5
values_23,9
values_72,10
values_79,26
values_78,6
values_87,23
values_6,20
values_68,27
values_69,15
values_1,30
values_45,6
values_33,17
values_15,16
values_93,11
values_24,3
values_25,15
values_26,6
values_48,32
values_71,24
values_76,22
values_7,14
values_50,29
values_22,9
values_4,6
values_32,27
values_77,9
values_91,19
values_42,30
values_13,25
values_41,9
values_55,18
values_31,11
values_66,29
values_65,20
values_62,9
values_21,6
values_95,3
values_84,26
values_58,5
values_64,28
values_83,6
values_94,4
values_0,32
values_99,4
values_96,31
values_67,9
values_61,18
values_43,16
values_2,29
values_54,15
values_30,5
values_59,30
values_85,22
values_74,29
values_90,20
values_18,22
values_52,25
values_44,4
values_17,7
values_36,29
values_49,22
values_86,10
values_37,5
values_56,7
values_63,5
values_35,30
values_97,14
values_75,29
values_57,11
values_88,15
values_10,18
values_53,29
values_8,17
values_39,29
values_47,17
values_60,2
values_89,8
values_51,25
values_14,10
values_28,5
values_16,7
values_34,12
values_82,18
values_46,15
values_27,9
values_20,26
values_9,2
values_92,10
values_3,32
values_98,14
values_29,3
values_80,25
values_73,11
