inputName,n
values_11,86
values_19,53
values_12,125
values_38,36
values_81,76
values_5,61
values_40,29
values_70,74
values_23,11
values_72,100
values_79,64
values_78,115
values_87,47
values_6,85
values_68,79
values_69,69
values_1,79
values_45,65
values_33,111
values_15,69
values_93,55
values_24,17
values_25,117
values_26,35
values_48,113
values_71,52
values_76,38
values_7,108
values_50,68
values_22,33
values_4,42
values_32,57
values_77,77
values_91,24
values_42,65
values_13,87
values_41,7
values_55,32
values_31,69
values_66,26
values_65,82
values_62,91
values_21,32
values_95,7
values_84,111
values_58,5
values_64,43
values_83,125
values_94,109
values_0,110
values_99,34
values_96,127
values_67,125
values_61,118
values_43,34
values_2,29
values_54,67
values_30,45
values_59,70
values_85,85
values_74,4
values_90,26
values_18,33
values_52,31
values_44,75
values_17,26
values_36,111
values_49,48
values_86,96
values_37,54
values_56,127
values_63,98
values_35,92
values_97,20
values_75,83
values_57,17
values_88,26
values_10,48
values_53,98
values_8,69
values_39,124
values_47,54
values_60,57
values_89,54
values_51,19
values_14,77
values_28,112
values_16,83
values_34,53
values_82,77
values_46,50
values_27,10
values_20,112
values_9,99
values_92,74
values_3,95
values_98,46
values_29,30
values_80,120
values_73,28
