inputName,size,arr[size]
values_11,27,"{12562, -20256, 21604, 4685, -5312, -261, 192, -2358, -21414, -16576, -13967, 17101, -2796, 18862, 5722, -27250, 30390, -27630, 11392, 26882, -6373, -24446, 28719, 19407, -16752, -13624, 3694"
values_19,19,"{-3121, -31809, -21009, -3892, -20507, -30621, -19372, 28966, -8939, 11829, -30463, 11035, -16558, -29890, -21444, 8706, 17495, 31817, -16554"
values_12,24,"{-25199, -4665, 19275, 32724, 19720, -14436, 9265, -3693, 21126, -5119, -27761, -16516, -16177, -12300, 9136, 14935, 9032, 15553, 16807, -16773, -14786, 26590, -22638, -3097"
values_38,12,"{13555, 27894, -23140, -22619, 24092, 24124, -3054, 25571, 6256, -31084, 16567, 29619"
values_81,27,"{-4648, -21764, 27064, -30264, -5438, 32430, -23712, -6343, -27717, 16968, 2647, 5198, 32219, -28387, -12915, 11282, 23209, 30700, -26236, -18224, 23139, 4414, 3797, -31945, -9850, 14353, -4179"
values_5,24,"{-30072, -23613, 17254, 6702, 26852, -14932, -24132, -1806, 9907, 29094, -21248, -31345, -15557, 5538, -13187, -22712, 30228, 28160, -1208, 16103, 554, -16811, -21477, -3395"
values_40,8,"{-8108, 1671, 4162, 25532, -21481, -25090, 18986, -11054"
values_70,24,"{107, -14839, 432, 2600, -31070, 17258, 2241, -624, -26867, 9528, 26469, -15295, 22904, 17597, 24013, -2365, -16076, 17029, -10676, 2485, -2734, -27615, 6667, -25683"
values_23,18,"{-29952, -10692, 28740, -13551, 1702, -32686, -26711, 24590, -3571, -15282, -16367, 24787, 26953, -18733, 25186, -22912, -15584, 3856"
values_72,10,"{23482, 5270, 22249, -29744, 11079, -17754, -20936, -4422, 25743, 18456"
values_79,28,"{30270, -27540, 11919, 20743, 8933, 18872, -25244, -21112, -17836, -954, -22359, -3441, 5240, 16664, -8014, -4305, 32650, -27128, 28960, 1604, 3013, -14285, -24490, 27649, -12722, -22343, 32313, -30467"
values_78,31,"{-10273, -31630, 1269, 20230, -12845, 10825, -9243, 21732, 22631, 9455, -18018, 12320, -1256, -31115, -9454, 14137, -7355, -17312, 21487, 4051, -14184, -16318, -26996, 1740, 22085, 16132, 32190, 25904, 20227, 5843, -28263"
values_87,31,"{27698, -6883, 4229, 5228, -12826, 17614, -14757, 16150, 30636, 30702, -5800, 1313, -25493, -8291, 21182, -23417, -32718, -16055, 26390, -20571, 20149, 11976, 30628, -23023, 31571, -13692, -26294, 9659, -12418, 29347, 32244"
values_6,7,"{9749, 26955, -2539, 13660, 4931, -18417, 12207"
values_68,24,"{-24660, -22374, 23631, 23818, -8304, -22084, 26453, 26699, 1413, -20820, 2127, -9985, -12168, -21425, -2429, 11865, 1315, -15201, -11634, -6170, -5015, -19660, 22252, -25533"
values_69,10,"{29536, -11881, 14023, 12058, -15008, 31832, -4812, -4645, -15597, 23102"
values_1,16,"{30102, 25189, 19484, -14245, 9869, -27956, -4020, -8651, -32664, 30913, -16005, -11369, -25742, -16905, -6030, 32640"
values_45,4,"{-18316, 23092, -12638, 13741"
values_33,27,"{-30855, 2733, -25764, -9264, -9765, -14924, 10657, 2198, 15875, -6108, 4030, -25383, -5939, 17264, 2099, -3023, 8475, 18285, -1695, -32626, -22835, -30871, -11188, 21888, -28636, -10616, 30104"
values_15,14,"{18040, -9257, 7491, -370, 22241, 20660, -13596, -22656, -16090, -8340, 25996, -8121, -18836, -28342"
values_93,20,"{-20951, -4751, -20322, 16202, 15129, -20533, -13748, 12481, -19059, 23938, 29409, 31712, 12446, -12409, -8980, -30289, -12937, 10158, -10383, 18017"
values_24,19,"{28723, 10379, -17392, -14323, 10084, 15389, -3770, 593, 8266, -13275, -674, -13051, -5539, 19784, 3818, -1726, -4162, 10459, 11880"
values_25,10,"{2979, 562, -2026, 4767, 25474, -24331, 19034, -9720, -27392, 31543"
values_26,8,"{6804, 28673, -20221, -11924, -28869, 132, 18699, 17770"
values_48,31,"{12332, 6091, 17935, 17328, -20023, 2741, -32520, -25775, -2114, 17637, 20637, 10329, 392, -7582, 26825, -7837, -17240, 27219, -8312, 2237, 22348, -30508, -30458, -14313, 12485, -2839, 13342, 7115, -9879, -13868, -5758"
values_71,19,"{-29897, 17104, -11962, -18385, 10470, 5967, 25874, -23394, -7940, -21114, -13540, -31519, 8146, -9317, -16709, -24509, 25836, 1810, 513"
values_76,19,"{23516, 20977, -13995, -11909, -26182, 23747, 2514, -27032, 4060, 32450, -9293, 2055, -4363, -8234, 3792, 27706, 1005, 14010, -8183"
values_7,27,"{26137, 2998, 10499, -25316, -14316, 12609, 13409, 13899, -7127, -25347, -18356, 4466, -28185, 23954, 10168, 3173, 19707, 23358, -8178, -14078, -12229, -30409, 24805, -15088, 4404, 27580, 3981"
values_50,20,"{-10652, 5607, 8750, 24484, 22810, -5648, -15343, 31693, 11411, -4328, -31127, 22977, 19150, -20439, -12308, -23428, 595, -25766, 1470, -5017"
values_22,21,"{-21359, -26466, -2406, -3307, -31040, -10226, 4379, -28545, 14865, -5948, -32201, -22778, -9434, 31793, 12845, -22603, 7137, -21384, 14308, -20078, -20625"
values_4,20,"{-20192, 6599, 4447, 31264, 614, 10580, -25521, -12874, -25596, 6924, -10881, 26041, -4862, -23357, 29423, 9756, -31513, 13682, -10887, 17311"
values_32,23,"{-21514, -670, 2556, -5195, 1732, 10399, 5920, 6785, -28748, 25353, -706, -32071, 20389, -9238, 14753, -27849, -2526, -7500, 16752, 17531, -24168, 29662, -24036"
values_77,26,"{-16018, 6711, -10270, -10979, 30798, 28917, 22133, -17873, 17040, 23210, -2649, -13988, 31091, -23925, 3217, -9303, 32209, -6901, 201, 10557, -7451, 24734, 1976, -25414, 17915, 9764"
values_91,2,"{10571, -29729"
values_42,13,"{-22388, 14787, 57, -27181, 30828, 11650, -20232, -31710, 13682, -7414, 18288, -22061, -26130"
values_13,11,"{-21233, -3110, -12436, 20115, -22740, -7627, 18669, -31489, 27984, -26556, -30526"
values_41,29,"{-32492, -2784, 6651, -16085, -30528, -1021, 22164, 8603, 906, 6381, 8972, 30254, -2840, 29226, -28378, -19231, -4486, -22290, 6517, -12952, -20214, 13530, -1897, -21078, -26725, -10768, -8292, -576, -7831"
values_55,15,"{17618, 1476, 20292, 4182, -25058, -31059, 17383, -13875, -1503, -15338, -7129, 18577, -9651, 3477, -19191"
values_31,21,"{-25512, 16875, -17903, -4538, 14363, 242, 29086, 12187, -15408, -18490, 22634, -22146, -19603, -28755, 3969, 1864, 3863, -31090, 26089, -7956, -8142"
values_66,13,"{17256, 22872, -5505, -10880, -7560, 6996, -32183, 19121, 20748, -9522, 8306, 31391, -7468"
values_65,29,"{20915, -19534, 14876, 20459, 129, 11124, -11282, 29175, -20646, 19643, -12599, -1948, -19618, 9921, -24217, 6519, -20440, 28957, -5125, -1318, -11266, -21694, 32647, -1013, 26128, 24604, -8301, -30748, 12302"
values_62,14,"{-10195, -19791, 30055, 32324, 32756, -4329, 8320, -31206, -22186, -16066, -21271, 6968, 19767, -673"
values_21,29,"{30707, -1151, -5463, 21338, 1968, -13169, 29152, -14890, 16914, -339, -29855, 26404, 30717, -7108, 3602, 2555, 25762, 25069, 1697, 17676, 30556, 16428, -21623, -10920, 14309, -14095, -17287, 6882, -5625"
values_95,16,"{19693, -10260, 1421, 27030, -15092, -16321, 11701, 6029, -1586, -11401, -23877, 5617, 20635, -5191, 26935, 2812"
values_84,10,"{-15932, 25119, -28372, -26570, 16626, 32225, -27690, -22712, 9659, 2964"
values_58,12,"{-1728, -525, -14715, -12588, 25280, -1717, 18306, -7185, 820, 28865, 22598, -50"
values_64,31,"{-1011, 12163, -13942, -7479, 25441, 18062, 32427, 19977, 7819, 3906, 2146, 8239, 13199, -31495, 4091, 15688, -7399, 27197, -26488, 9593, 16156, 12232, 2242, -19776, -21259, -116, -5620, -6866, 25558, 13848, 15954"
values_83,27,"{15623, 4470, -25681, 1857, -32186, -16047, -26270, -3289, 14659, -6166, -23131, -4456, 3074, -32382, 14583, -26452, 5158, 26565, 3625, 7485, 3753, -17757, -8239, 30489, -2547, 23099, 16067"
values_94,31,"{30020, 19293, 1523, 14306, -7996, 15244, 8003, -28269, -13553, -21087, 19352, 8786, -12784, 19708, -9141, 24225, 19346, 3268, -17831, -18780, -31402, 27261, -17354, 5852, -31306, -23520, -29799, -19017, 19233, -18517, -31853"
values_0,32,"{16531, 21555, -31413, 11601, -21735, -5362, 1469, -18642, -28222, -10041, -24050, -16622, -19619, 10817, -19756, 1830, -15506, 4311, -15367, -10443, 10530, 27904, 18458, -13057, 11201, -2424, 31518, -3581, -23269, 9283, -6974, 8004"
values_99,21,"{-9156, -30561, 24842, -25028, 12880, -3848, -8192, 16246, 13395, -24138, 3463, -1588, -24550, 24046, -17167, 27770, 10516, 26927, -21552, -31550, -10393"
values_96,3,"{-25460, 9265, -24004"
values_67,28,"{26316, -18601, 14858, -13701, -12530, -11792, -13902, -24360, -32277, 19562, -19216, 22332, -8191, 8394, -12537, -12704, 6178, 29972, -24959, -8946, 27986, -2887, -7503, 12101, -15906, 28272, -2845, 20174"
values_61,25,"{-19687, -11103, 13453, 12150, 20816, 21, -8535, -14695, -10262, 3771, -26605, -11327, -11044, 29633, 32679, 3523, 7500, 15613, -22814, -9883, 1772, -18656, -312, 6329, 30304"
values_43,16,"{18858, -15496, -32400, 9527, 26162, 13804, 7876, 13570, 26759, 21647, -18569, 30436, -31428, -15620, -10894, 9166"
