inputName,k,size,arr[size]
values_11,233,17,"{4287293120063541868, -8077962854732709408, -3125431537090778925, 3744892689385335677, 4380660077564124706, -1573548622562515858, -1222337267815754091, 2973589305599352824, -6220001123567347298, -1740030816286539148, 3782433629579276398, -3794117542676506049, 7953249413883953194, -4346945667031332333, -2443271853206788415, 9055295690292396081, 4384891132997170462"
values_19,233,2,"{8069408443115493149, 3581841837962443989"
values_12,233,15,"{9139665415283307438, -6771852660901394260, -7454345194690128768, 3119728010752102661, -1381318581954933826, 6306107776509500803, -2100708405080936733, 7635787379746879976, 4153003588416911379, 2487568374400051777, 2242200921266194780, 4437070730072034200, 8547348205982684769, -5381723574473881088, -1980924463799834243"
values_38,234,26,"{3023600684106296724, -8047866409185080574, 8585255857499698850, -5764813162371786215, 1810603007241808477, -7829904865035331621, 983221974200503257, -1968443458948374483, -4643679612108262044, 4325931309752823769, -4491454109043734079, 2493674251845831256, -6075924784738280270, -5874789369532813261, 4174769016276684828, -4365974328736203566, -1838318352121494682, -7594148044596327885, 2569377619642447814, 349095861065913014, -3555521636169496835, -532725044614720182, -2721465241918755666, 5449787179899368873, -6940103403567839886, -2775336107148957675"
values_81,135,17,"{9031319344536792273, -6647785257193914013, 5554218390300737381, 7287988227070111709, 3606494081151666630, -7520093508184751569, -3941873644478134086, -5942551518769873956, -4950172724313835600, 5504238376099390550, 6230753937226807458, -4971185638945342509, -7736459318956211774, -9202371777553132978, 6376043325778280731, -6887133431582473027, 184046290926912776"
values_5,5,26,"{-1876948013342419028, 5937118796102636446, -7697824546574056138, 198644553036654170, 2387727637334212205, -1272534303186975329, 479965762934008234, -4466518299751923667, -5963517748189644227, -8416324745433982345, 2197159201350972712, -4236019922299574451, -5418588596808259194, 7486284973427046972, -4964539644542808499, 5199383019408942143, 8873532483005929390, 4647624646432999147, -3841469541095444338, -4463232133516248747, -9128228959102597045, 1288387061078755222, 6079182685932336037, -3772276345321601451, 787222596410073650, -7416334125659209929"
values_40,77,24,"{-661009007463978727, 8547306520174125286, -6980755869551640159, 3359349781358820575, -6645283846879793306, -7788016183663947542, 7573548792793927810, 5102402711428283340, 6232833023565628190, -317923205827920805, -4783307963922418043, 3300697650449403619, -6019461801899966337, -5781843129651999650, 7138731887457560902, -3875562618449488491, -6149423888314570407, 2334241140772142448, 3838937282637934253, -4461037903725111679, -7168717016222881777, 6884735501016302202, 2935597660101661833, 1351882533795797289"
values_70,130,24,"{8047991143975453180, 6830263039403043151, -7035242726186511109, -896037771999513650, 3329479587193062689, 7425262753641027936, -9045290056219954644, -3006970532235564849, -5008045116820245784, 1690979341155260115, 4031338725604077694, -3973965627348816950, 2527868089741371629, -8981860926466545289, -2051353568631605805, -6753896248449541408, 4311718778798657993, 5476631272473682127, -4231802471085630276, 209791243603325207, -1260250417017095547, 4893706333291773896, 8292869495173173905, 6105501249953951748"
values_23,197,18,"{-5408166027408871873, 5820402902482178076, -8016395620898636215, -7023555481441305892, -4829358478585663243, 6605312704327638739, 1924514531017584664, 7314716615989984164, 6956058440777400778, -1078521089272624567, -7063000915834870624, -7031384474416472169, 8166945186404898263, -3526772087304456089, 7803631993900490442, 3210862327937519675, -80108111575338006, 8686191832394181118"
values_72,130,15,"{-8415419962489109794, -3301135799027837501, 9064878767722480161, 2499329964539528027, 231857353240874490, 5374792767729542386, -2379618782845067701, -4586541056462951023, 7926888357013025478, 8290705138401792921, 2777643615413118631, -2007970480558719706, -5633246186087964503, 1517893481451700858, -7067406079082301038"
values_79,130,2,"{6251674822315782658, -6815863045897929645"
values_78,130,26,"{-2243240493942217859, 8225566696492201473, 7827915389343622065, 2487559171967279610, 7409982369281439891, -7070429746175693210, -2170414126219176276, 622345378132449614, -6365948544312313940, 615993887970378102, -1865565856441220985, -3373382112904506750, -6289571110043428946, -1617475989632401862, 683561709435619765, -7237136350885472735, -8605157411071563272, 7608397306876901741, -2258846417806422101, -5201143653567428521, -5093640214621112269, -8225852680288463344, 5612549098623026583, -6776373882295696379, -1560655588808207051, 2877379912370702153"
values_87,135,16,"{-4075680371365468182, 5928552303725999020, -5056481321572053005, 4565266134450686375, 1008052630368349342, 3210600577117985783, -3878095291230625602, -3636819834628179882, -3818031800498546173, 5886948717385267136, 3778612126238105177, -3222506832401878603, 4266761574424924500, 4199784576454086610, -2490161932019178800, 2584368085685077686"
values_6,5,13,"{2244280980701571739, 4777845049934020508, 7349858939781731594, 4040746340679197219, -2922702450562141956, 4112061259228378178, 2639726484636812289, 8209292347210205646, 4786477960515201376, -2601171167871935656, 2225499379564039802, -2331350236735268713, 7915968096049066998"
values_68,20,26,"{5626509045855345363, 980976775512938950, -5710954224219591840, 1650073156034351689, 2515410435100978734, 6095202566171864704, 7982609204104651058, 8270869752053911321, -4021250792632418640, -5546512404660320932, 8331511637733797600, 6492887624036616378, -5402774383534583646, 6304489886503585613, 8805874623136918434, -2685810230261603466, -3618966726849510178, 2634284927170542102, -4398217111588577493, -6915494141997473451, 5829695946399983, 822783396079153765, 3914122771639567862, -2448127855657079467, 1129246227170016154, 4722638375506847645"
values_69,20,2,"{-7233043653037082280, -450112362293916016"
values_1,5,17,"{-7062241580928671176, -4065351502878741536, 6898550631373132448, -8587479245774773493, 3749292365900873728, -5217882893698206544, -6749763050304130170, 6967859890905710857, 2419851938746914818, 2194396970547408884, 1359677012369951492, -4699819955792342158, 4749308609026496853, 7223934003831393438, -653004686521168970, 5113203173412064181, 5336722948295611226"
