inputName,n
11,20
19,23
12,29
38,11
81,13
5,3
40,7
70,22
23,14
72,21
79,28
78,17
87,30
6,8
68,13
69,27
1,5
45,11
33,16
15,8
93,20
24,4
25,22
26,3
48,28
71,13
76,27
7,2
50,20
22,6
4,3
32,12
77,21
91,14
42,29
13,16
41,6
55,12
31,26
66,30
65,30
62,2
21,16
95,3
84,31
58,26
64,24
83,9
94,2
0,11
99,24
96,28
67,3
61,8
43,27
2,17
54,23
30,2
59,23
85,12
74,3
90,25
18,6
52,11
44,25
17,21
36,28
49,32
86,3
37,7
56,6
63,7
35,14
97,10
75,5
57,20
88,24
10,30
53,4
8,7
39,3
47,6
60,9
89,16
51,28
14,6
28,13
16,26
34,13
82,29
46,7
27,21
20,5
9,17
92,18
3,11
98,22
29,9
80,15
73,7
