inputName,size
11,32
19,25
12,25
38,24
81,8
5,22
40,15
70,4
23,30
72,30
79,13
78,21
87,12
6,31
68,9
69,19
1,22
45,13
33,15
15,15
93,13
24,24
25,10
26,10
48,19
71,25
76,20
7,27
50,23
22,27
4,14
32,11
77,5
91,30
42,20
13,15
41,21
55,9
31,27
66,28
65,9
62,18
21,25
95,6
84,4
58,3
64,9
83,13
94,26
0,11
99,6
96,25
67,32
61,23
43,17
2,11
54,5
30,28
59,17
85,29
74,8
90,32
18,4
52,24
44,32
17,7
36,21
49,17
86,13
37,5
56,21
63,21
35,26
97,32
75,16
57,22
88,18
10,6
53,31
8,20
39,13
47,5
60,31
89,28
51,8
14,13
28,26
16,31
34,30
82,22
46,12
27,11
20,7
9,28
92,14
3,19
98,4
29,16
80,25
73,5
