inputName,n
values_11,95
values_19,67
values_12,116
values_38,118
values_81,29
values_5,50
values_40,82
values_70,28
values_23,118
values_72,68
values_79,59
values_78,85
values_87,78
values_6,48
values_68,57
values_69,24
values_1,90
values_45,112
values_33,25
values_15,111
values_93,57
values_24,44
values_25,77
values_26,76
values_48,69
values_71,97
values_76,116
values_7,99
values_50,32
values_22,124
values_4,112
values_32,40
values_77,25
values_91,20
values_42,57
values_13,75
values_41,17
values_55,14
values_31,56
values_66,102
values_65,119
values_62,83
values_21,48
values_95,111
values_84,5
values_58,53
values_64,97
values_83,25
values_94,9
values_0,89
values_99,24
values_96,44
values_67,66
values_61,24
values_43,62
values_2,30
values_54,123
values_30,21
values_59,33
values_85,95
values_74,38
values_90,114
values_18,126
values_52,79
values_44,111
values_17,118
values_36,48
values_49,20
values_86,63
values_37,67
values_56,105
values_63,84
values_35,27
values_97,118
values_75,105
values_57,120
values_88,116
values_10,34
values_53,60
values_8,108
values_39,79
values_47,16
values_60,29
values_89,59
values_51,42
values_14,76
values_28,42
values_16,44
values_34,93
values_82,65
values_46,47
values_27,75
values_20,78
values_9,91
values_92,57
values_3,102
values_98,92
values_29,105
values_80,50
values_73,68
