inputName,idum
11,-4266
19,16662
12,13758
38,-31977
81,11037
5,28086
40,-26579
70,7101
23,-20317
72,26158
79,-1794
78,6223
87,32256
6,-19612
68,-21926
69,-9065
1,-23796
45,5303
33,-28426
15,-12619
93,-10397
24,-22615
25,19703
26,-14836
48,6276
71,-22057
76,11579
7,10847
50,4742
22,-1013
4,-21266
32,-28367
77,21049
91,-1713
42,-24504
13,2130
41,-3019
55,-31041
31,9960
66,-15610
65,17013
62,-10035
21,-32343
95,27200
84,-23132
58,9807
64,-11489
83,-4304
94,24179
0,3647
99,-17196
96,-14026
67,7795
61,24696
43,22579
2,20919
54,1987
30,18830
59,21316
85,-26240
74,-32661
90,9759
18,14179
52,-2443
44,-12394
17,-9389
36,-18262
49,-22426
86,28478
37,-3376
56,-31194
63,10139
35,8404
97,32121
75,-6504
57,22217
88,-22044
10,18343
53,32150
8,-5870
39,-27243
47,20987
60,8745
89,3523
51,-24851
14,-14375
28,18280
16,-24088
34,-17397
82,-7061
46,17923
27,-12027
20,-24131
9,-11207
92,-9432
3,-14812
98,23427
29,-8627
80,-9944
73,-25397
