inputName,n
values_11,119
values_19,95
values_12,17
values_38,42
values_81,66
values_5,86
values_40,66
values_70,100
values_23,40
values_72,39
values_79,45
values_78,51
values_87,90
values_6,30
values_68,55
values_69,124
values_1,19
values_45,36
values_33,110
values_15,126
values_93,127
values_24,47
values_25,84
values_26,73
values_48,111
values_71,91
values_76,110
values_7,20
values_50,10
values_22,91
values_4,125
values_32,90
values_77,74
values_91,72
values_42,58
values_13,9
values_41,10
values_55,59
values_31,109
values_66,114
values_65,112
values_62,78
values_21,88
values_95,127
values_84,94
values_58,119
values_64,18
values_83,73
values_94,52
values_0,11
values_99,53
values_96,53
values_67,62
values_61,2
values_43,73
values_2,8
values_54,73
values_30,45
values_59,94
values_85,112
values_74,12
values_90,113
values_18,108
values_52,38
values_44,51
values_17,14
values_36,76
values_49,122
values_86,76
values_37,107
values_56,60
values_63,69
values_35,37
values_97,86
values_75,101
values_57,54
values_88,24
values_10,124
values_53,83
values_8,103
values_39,32
values_47,39
values_60,46
values_89,121
values_51,58
values_14,113
values_28,124
values_16,115
values_34,121
values_82,36
values_46,80
values_27,84
values_20,3
values_9,54
values_92,79
values_3,64
values_98,60
values_29,13
values_80,87
values_73,13
