inputName,size
11,18
19,11
12,25
38,23
81,31
5,21
40,6
70,5
23,22
72,15
79,2
78,27
87,15
6,30
68,30
69,30
1,27
45,26
33,12
15,17
93,17
24,26
25,17
26,20
48,31
71,9
76,13
7,12
50,26
22,31
4,30
32,30
77,7
91,22
42,14
13,10
41,25
55,21
31,2
66,6
65,22
62,29
21,5
95,12
84,31
58,19
64,23
83,13
94,11
0,18
99,11
96,24
67,3
61,14
43,28
2,17
54,20
30,23
59,13
85,11
74,4
90,8
18,29
52,28
44,3
17,22
36,13
49,16
86,18
37,21
56,3
63,27
35,15
97,10
75,15
57,6
88,25
10,31
53,29
8,10
39,21
47,22
60,22
89,24
51,28
14,32
28,28
16,10
34,24
82,16
46,19
27,21
20,31
9,30
92,13
3,17
98,14
29,18
80,15
73,4
