inputName,size
11,19
19,14
12,9
38,13
81,19
5,23
40,16
70,16
23,8
72,9
79,14
78,13
87,5
6,3
68,13
69,14
1,19
45,23
33,8
15,23
93,8
24,22
25,23
26,3
48,13
71,19
76,3
7,5
50,16
22,9
4,22
32,9
77,5
91,19
42,9
13,8
41,19
55,23
31,19
66,3
65,23
62,9
21,19
95,23
84,22
58,13
64,22
83,8
94,22
0,16
99,14
96,3
67,5
61,19
43,8
2,9
54,22
30,16
59,14
85,23
74,22
90,16
18,13
52,9
44,22
17,5
36,3
49,14
86,3
37,5
56,3
63,8
35,23
97,5
75,23
57,5
88,13
10,16
53,8
8,13
39,14
47,5
60,16
89,14
51,19
14,22
28,13
16,3
34,22
82,9
46,3
27,5
20,16
9,14
92,9
3,8
98,13
29,14
80,16
73,8
